1	Special Event!	xx	Tailgate 32			4:00 PM CDT	the parking lot behind Cici's Pizza, across the street from Lot 10 and next to Lot 15.	http://goo.gl/maps/CyUhG	BYOB			7:36 PM CDT	Monday, October 1, 2012	These are 2 hash brothers that are on a quest to see 32 games in 16 weeks. Be a part of hash folklore and cum support them. Plenty of beer and food available and our own Bud Girl will be in tow together with local hashers. I also heard a rumor that Armadildo and HBisYM will be there with a fried turkey.<br /> <br /><a href="http://tailgate32.footballnation.com/">Details</a><br /><br /><a href="http://www.facebook.com/cyndeacuitysmith?ref=ts&amp;fref=ts#!/tailgate32"> Facebook</a><br /><br />GAME 10: Chicago @ Dallas<br /><br />Tailgate starts at 4:00pm CT, kickoff at 7:20pm. Look for the Tailgate32 RV in the parking lot behind Cici's Pizza, across the street from Lot 10 and next to Lot 15.<br />We'll be featuring Boston Lager and Octoberfest from Sam Adams on tap, and we'll be cooking up barbecue on our Big Green Eggs.<br />As always, the food and beer are FREE. Tweet us at @tailgate_32 if you have any questions or are having trouble finding us.<br />On Monday Night Football	 
17	Dallas Urban Hash	du	4 year Analversary	168	Platypussy	7:00 PM CDT	Hickory House BBQ <br />600 S Industrial (AKA Riverside) Blvd	http://goo.gl/maps/yBO0a	$7.00	Friendly		7:17 PM CDT	Wednesday, October 17, 2012	**Facebook post: This week's DUHH is at Hickory house BBQ (600 S Industrial Blvd). Pre-lube at 6:30, On-Out at 7. A-A trail. TURD friendly, Thanks, Platyp*ssy**	 
18	FU! Thursday is a Drinking Day!	fh	Hacienda on Henderson		Stiff Cock Diver	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=fuh3-thursday-is-a-drinking-day-october-18th-open&amp;instance_id=1815				7:15 PM CDT	Thursday, October 18, 2012		 
19	Happy Hour	hh	Belated Birthday &amp; Poker Party		Deadhead	7:00 PM CDT	Deadhead’s &amp; Tanned Peaches<br />309 Maloney Court<br />Euless, TX	http://goo.gl/maps/lK7Wq	BYOB			7:14 PM CDT	Friday, October 19, 2012	Hey Y'all just wanted to remind that next Friday Oct 19 "HH" is the belated b-day celebration for Deadhead. It will be at our house 309 Maloney Court, Euless. Also a poker game, buy in $20.00 split 80/20. BYOB. There will be food/snack served. Start time 6:30 pm, poker game start around 7-7:15pm.	 
20	Dallas Hash	dh	White Trash Hash	862	Closet Porn Star &amp; Pro Bone Her	3:00 PM CDT	Wynnewood Village, Dallas, TX - corner of Heyser Dr &amp; Bancroft Drive.	http://goo.gl/maps/2JT4J	$7.00			7:13 PM CDT	Saturday, October 20, 2012	lease join us for the 2nd Anal White Trash Hash!<br /> <br />Pro Bone Her and Closet Porn Star come from humble beginnings. From the trailer parks of Mesquite, Texas, to the back hills of Hot Springs, Arkansas, our roots rest deep in moonshine and truck stops. Join us this Saturday as we embrace our past and show off our redneck side for your entertainment. WHITE TRASH/REDNECK ATTIRE IS HIGHLY ENCOURAGED!<br /><br />What: White Trash Hash<br />Where: Wynnewood Village, Dallas, TX - corner of Heyser Dr &amp; Bancroft Drive.<br />When: 3:00 p.m. - Saturday, October 20th<br /><br />For the on-in...bring a dish for after and meat for the grill! Please bring anything else you'd like to make our on-in/on-after truly redneck! There will be flippy cup &amp; bring a swim suit (or not) or the on-after.<br /><br />ON-MOONSHINE!<br />PBH and CPS	 
21	Bike Hash	bh	Mountain Bike Hash		Over Easy &amp; Milf Shake	12:00 PM CDT	Mockingbird Station	http://goo.gl/maps/k0MqN	$3.00			7:12 PM CDT	Sunday, October 21, 2012	Not Road Bike Friendly. Bring Swim Suit.	 
22	NODUH Hash	nd	Virgin Lay X2	62	Eli and Mike	7:00 PM CDT	Behind the CiCi's Pizza at Spring Creek and Alma in Plano.	http://goo.gl/maps/s2M7q	$7.00	Friendly		7:11 PM CDT	Monday, October 22, 2012	Time: 7:00 PM CDT<br /><br />Start address: behind the CiCi's Pizza at Spring Creek and Alma in Plano.<br /><br />Map: Get Map<br /><br />Hares: Eli and Mike (virgin lay X 2)<br /><br />Hash cash: $7.00<br /><br />TURDs: OK<br /><br />bring flash lights!	 
24	Dallas Urban Hash	du	AMF Big Tex DUHHH	169	My Boyfriend Joe	7:00 PM CDT	Club Schmitz parking lot<br />9661 Denton Drive <br />Dallas, TX 75220	http://goo.gl/maps/slgQ4	$7.00	Not Friendly		7:09 PM CDT	Wednesday, October 24, 2012	Big Tex pulled a Richard Pryor - his crack pipe blew up on him. This time it was fatal. In remembrance of Big Tex and his untimely passing (when is it never untimely?), we will hold the AMF Big Tex DUHHH.<br /><br />The start is at the usual time at the Club Schmitz parking lot, right next door the the Bachmann Train Station - green line.<br />Bachman Station<br />9739 Denton Dr, <br />Dallas, TX 75220<br /><a href="http://goo.gl/maps/slgQ4">MAP</a><br /><br />It will be a live lay.<br /><br />Don't forget to check the bathroom for Comdom Mint when you leave!<br />	 
25	FU H3 Hash	fu			Fag Team &amp; Fuckleberry Faggot	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=fuh3-50-fag-team-and-fuckleberry-faggot&amp;instance_id=1723	$7.00			7:08 PM CDT	Thursday, October 25, 2012		 
26	Happy Hour	hh	Wanker Yanker's Anal Halloweenie Party		Wanker Yanker &amp; Double Dribble	7:00 PM CDT	3922 Belvoir Circle; Dallas, TX 75233	http://goo.gl/maps/n5Gct				7:07 PM CDT	Friday, October 26, 2012	Wanker Yanker &amp; I will be hosting our anal Halloweenie Party on Friday, Oct 26.<br /><br />This will probably your first chance to wear your 2012 costume. Prizes will be given for best dressed man and woman.<br /><br />Date: Friday, October 26, 2012<br />Time: 7 PM onward<br />Place: 3922 Belvoir Circle; Dallas, TX 75233<br />Wanker Yanker's Telephone: (214) 339-7714<br />Double Dribble's Telephone: (972) 849-2038<br />Hash Cash: None, but see below<br /><br />We will provide:<br />Taco Bar<br />Draft Beer<br />Margaritas<br />Fire Pits<br />Hot Tub<br />You may bring:<br />Side dish<br />Extra beer or whatever else you want to drink<br />Towel for hot tub<br />Warm Clothes (forecast is for mid 50°s high on Friday)<br />We have cats and a dog; if you are allergic, take note.<br /><br />No trail; just party.<br /><br />Please, no one under 21 years of age.<br /><br />Directions: From Downtown Dallas, Take I-35 south. Merge onto US-67 S. Exit Ledbetter Dr. and go west to Hampton Rd. Turn right. At the bottom of the hill turn left on Crow Creek Drive. Turn left again at the school onto Franklin Street. Veer to the right onto Gladiolus. Belvoir Circle is on your left. Park on the street and look for hashers.	 
27	Fort Worth Hash	fw	Halloween Homo Hash	706	Super Homo	3:00 PM CDT	Parking lot @ 200 E South St <br />Arlington, TX 76010	http://goo.gl/maps/Hq626	$7.00	Yes for trail and NO for On-In		7:06 PM CDT	Saturday, October 27, 2012	It's that time of the year again where we all don some crazy costumes and then torment little kids and people that have been sheltered their entire lives...ok maybe that's just SuperHomo with that baby doll and bloody ass, but let's do it and drink anyways.<br /><br />So cum on out and don your best costumes for this year's gayest Halloween extravaganza in Tarrant county! The hares promise a fun urban trail that won't get you too shiggified or stung by bees either (we hope but can't promise!).<br /><br />Some sort of prize will be given for best, worst, sexiest, and gayest costume.<br /><br />But wait there's more! Arlington is also having a Zombie Pub Crawl that night, so if you don't drink enough with us we will arrange to meet up with that for some more scary drinking after.<br /><br />If you don't have a costume just go with the theme of Zombie Prom, which means if you can't fit in your old dresses from prom local thrift stores have those dresses that have already cum off in 1.5 seconds from some 18 year old that drank too much spiked punch at prom. Hares will bring some extra zombie makeup as well so you can look drunk and undead as well.	 
29	NODUH Hash	ch	Contra NoDUH		Hinelick Maneuver &amp; Sour Snatch My Rubber Back	7:00 PM CDT	The parking lot behind Cici’s Pizza at the corner of Spring Creek and Alma in Plano,	http://goo.gl/maps/s2M7q	$7.00			7:00 PM CDT	Monday, October 29, 2012	Who: Halo-weeeee-nie Harriettes Hindlick Maneuver and Sour Snatch My Rubber Back<br />Where: The ever popular parking lot behind Cici’s Pizza at the corner of Spring Creek and Alma in Plano, 33.055601,-96.708889 <br />What: C*ntra NoDuhhh – Trick and Treat Haloweeee-nie Style<br />Cum join Hindlick and Sour Snatch for another chance to dress up and hash through the night. There will be an assortment of tricks and treats along the way. This will be a live lay, and more frightening than that, you may get a glimpse of the most terrifying thing of all….the possible guest appearance of the SCARY AND DISGUSTING missing DUHHH tradition item. EWWWWWW! BLOODCURDLING! VOMIT INDUCING! If you don’t know what I’m referring to here then you better bring yo ass out and see for yourself, if you dare!<br />Bring: Yo ass, yo virgin’s ass, flashlights, an appetite for beer, and the other usual items you bring( aka anything I forgot to mention). It’s a mostly friendly turd trail, you will have options. On-after not turd friendly.<br />HLM<br />	 
31	Dallas Urban Hash	du	Halloween Hash	170	Wenis &amp; MILF Shake	7:00 PM CDT	corner of Lindell Ave and Greenville Avenue	http://goo.gl/maps/cUSwm	$7.00	Trail is friendly, on-in is not		7:02 PM CDT	Wednesday, October 31, 2012	Tomorrow night! Bring your ghoulish selves to the DUHHH! MilfShake, HoHo and Wenis are laying an amazing trail. The below list is guaranteed - so you MUST MUST MUST attend!<br /> <br />1. There will be BEER<br />2. There will be a well-marked, non-MyBoyfriendJoe-type trail. (i.e. you will make it to the beer check AND the end!)<br />3. We will be giving away brand new cars<br />4. There will be BOOBS!<br />5. There will be a costume contest! (seriously folks!) Best Zombie, Best Day of the Dead, Sexiest and Scariest will all receive amazing, mind-blowing prizes!!<br /> <br />Only one of the above items is not factual. I will leave it to you to figure that out. We will not be held accountable if your half mind can't figure it out.<br />BAH!<br /> <br />Here are the important details:<br /> <br />Hash Cash: $7<br />Start Location: corner of Lindell Ave and Greenville Avenue<br />TURDS: Trail is friendly, on-in is not<br />Shiggy: minimal to none (you should be able to do this in heels, Bubble)<br />On-On to Halloween Greatness,	 
