DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
14	Dallas Urban Hash	du	help us float the keg	249	McGayer	7:00 PM CDT	<br />Central Square Park<br />3000 Swiss Ave.   <br />(Corner of Swiss Ave. & Oak St.)<br />Dallas, TX 75226	https://www.google.com/maps/place/Central+Square+Park/@32.7890511,-96.7843632,17z/data=!3m1!4b1!4m2!3m1!1s0x864e98db82d647b7:0x57274170614cdfa4	$7.00	Not Friendly		8:46 PM CDT	Wednesday, May 14, 2014	Tonight's weather will be the best weather for hashing until next Fall. <br />Sunny 68☀️at 7:00pm. <br /><br />There will be an Eagle for the likes of CM, TaB, and the other overachievers, and a Turkey for those who prefer to get to the beer ASAP. <br /><br /><br />DUH No. 249<br /><br />Wednesday, May 14, 2014 <br />Hash Run: No. 249<br /><br />Time:7:00 PM CDT<br /><br />Start address:<br />Central Square Park<br />3000 Swiss Ave.   <br />(Corner of Swiss Ave. & Oak St.)<br />Dallas, TX 75226<br /><br />Parking: <br />Street Parking (Some areas may require you to feed the meter.) <br /><br />Hare:<br />McGayer<br /><br />TURDs: Not Friendly <br /><br />Description:<br />It's time for another debaucherous trail by McGayer.  My past DUH trails and On-In's have caused couples to break-up, straight men to hump each other and one hasher to quit hashing and DRINKING for months!!  If you leave thirsty, sober, or alone it's your own damn fault. (But please plan your ride home accordingly).<br /><br />On-In has great food and full bar so bring money or sexual favors, whatever works best for you. <br /><br />McGayer<br />	Wed, May 14, 2014 at 1:32 PM
15	FU! Thursday is a Drinking Day!	fh	The Office<br />Euless		Gangrene Hose	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=fuh3-thursday-is-a-drinking-day-may-15th&instance_id=2512				8:46 PM CDT	Thursday, May 15, 2014		Mon, May 5, 2014 at 3:03 PM
16	Happy Hour	hh	Pluckers<br />Addison		Princess &amp; the Penis	7:00 PM CDT	<br />Pluckers <br />5100 Belt Line Rd<br />Addison, TX 75254	https://www.google.com/maps/place/Pluckers/@32.9479023,-96.8202913,16z/data=!4m5!1m2!2m1!1spluckers!3m1!1s0x0:0xe7f492aa870b1674				8:47 PM CDT	Friday, May 16, 2014	Ok you half minds our fiend, I mean friend Molestache is turning 26! Come out and help him celebrate with beer and his favorite food!! <br /><br />What: Molestache's, uh, 26th birthday!!<br />Where: Pluckers in Addison. <br />5100 Belt Line Rd, Addison, TX 75254<br />When: Friday, 5/16 7:00pm<br />Bring: Your ass, boobs, boobs, boobs... He's easy to please ;-p<br /><br />Note: All facts in this email are completely accurate. <br /><br />Never trust a hasher.<br />See you people there!!<br />Princess and the Penis<br />	Mon, May 12, 2014 at 1:03 PM
17	Dallas Hash	dh	2nd Anal Quinceanera	904	Just Casidy<br />Pipe Sloth<br />Deodorcunt	4:00 PM CDT	<br />634 N. Winnetka Ave<br />The Cliff<br />Dallas, TX 75208	https://www.google.com/maps/place/634+N+Winnetka+Ave/@32.750602,-96.841212,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9a2eba158c5b:0x4053a329d894066b	$7.00	Friendly, On In Friendly, On After Friendly...Viva Los Perros!!!		8:48 PM CDT	Saturday, May 17, 2014	 It’s that time of year again…time to break out that fantabulous dress, pretend to be a princessa, and hash through the Hood.  Dress to impress in a big, fancy dress. Get your hairs & make-up did. Not man enough to put on a dress, play chambelán to the rest of us in your brightly colored, ruffled tux. <br /><br />CURB PARKING ONLY!!! This is a private residence, and we will beat you with piñata bats if you park in the driveway or nearby residential parking lots.  Bring virgins, pepper spray in case you wander off trail, bug spray or Deodorcunt fans, sunscreen, a drinking vessel, extra monies in case you want to buy a taco or a dollar store piñata on trail, and your sense of fun & adventure.  Pack away at 4:30 pm.<br /><br />On After: BYOB Mexican themed potluck…but we’ll take any food you want to bring.  Wanker Yanker is graciously opening her yard to us even though she is under the weather.  That means we need to be especially good guests and clean up after ourselves!!!  (And maybe bring Wanker Yanker flowers or little trinkets purchased on trail.)  Don’t forget your chair.  There will be a restroom for us to use but no kitchen.  Plan your food accordingly.  Wanker Yanker’s address will be given out at the On In.   	Thu, May 15, 2014 at 9:33 PM
18	Bike Hash	HoHosTri.png	HoHo’s Tri<br />& Brunch		 HoHo & Big Gulp	11:00 AM CDT	<br />HoHo’s Cantina<br />6926 Westlake Ave<br />Dallas, TX 75214	https://www.google.com/maps/place/6926+Westlake+Ave/@32.822223,-96.740118,17z/data=!3m1!4b1!4m2!3m1!1s0x864ea1e5a2f2ae45:0x9bf508b15d566490	A breakfast, brunch, or lunch item.			8:49 PM CDT	Sunday, May 18, 2014	When: Sunday, May 18th at 11:00 am <br />Where: HoHo’s Cantina, 6926 Westlake Ave, Dallas, TX 75214<br />Hares: HoHo (run portion) and OverEasy (bike portion) and Big Gulp (swim portion)<br />Distances: Run: ~3 mi  Bike: ~11 mi  Swim: ~0.002 mi <br />Hash cash: A breakfast, brunch, or lunch item.<br /><br />Details: Ho Ho / Over Easy did a duathlon a few years ago where for $60 + $20 for a one day Tri-Fed license, she got a t-shirt plus she got to run ~3 miles and bike ~11 miles out at White Rock Lake. And, while she still wears that $80 t-shirt, it turns out that you can ride your bike or run around White Rock Lake for free most any day of the year!<br /> <br />So, Sunday (May 18th) you'll get to keep your $80.  However, the course is not USAT-certified, you won't get a t-shirt at this bike hash, there won't be any split times nor finish times given out, and, in fact, we're not even going to make sure you attempt any of the legs.<br /><br />Bring a bag of bagels, a tub of cream cheese, some orange juice, or some champagne. <br />Put on your running shoes (or not) and follow a shiggy-less ~3 mile trail (or not). <br />Bring your bike (or not) and ride around White Rock Lake (or not). <br />Put on your swim suit (or not) and do some laps in the pool (or not). <br />Grab your towel, dry off, make something for brunch/lunch and hang out at HoHo's Cantina (or not). <br />The grill *will* be up and running. <br /> <br />DIRECTIONS: From Abrams/Lakewood - go north to Velasco. Go east (toward White Rock Lake) on Velasco, which will turn into Westlake. Continue east until you get to 6926 Westlake and look for a parking spot. Sneak around back to find HoHo's Cantina.<br />	Sun, May 11, 2014 at 2:52 PM
19	NODUH Hash	nd	Neighborly<br />Birthday Hash	104	Yellow Rose<br />Blond Dyke Bar	7:00 PM CDT	<br />Kroger Lot<br />17194 Preston Rd<br />Dallas, TX 75248	https://www.google.com/maps/place/Kroger/@32.9820068,-96.8029401,15z/data=!4m5!1m2!2m1!1sKroger!3m1!1s0x0:0xb6273e04ee816a17	$7.00	Not Friendly		8:50 PM CDT	Monday, May 19, 2014	Blond Dyke Bar and I scouted the trail and we think you'll find it satisfyingly crunchy. Also, it will be refreshing- (bring a change of shoes). Forgot to mention the standard: bring flashlight.<br /><br />Neighborly Birthday hash<br />Cum out for a shitty trail hared by Blond Dyke Bar and Yellow Rose of Texas<br /><br />When: Monday, May 19 (YRoT will be 29 once again on that day; BDB will remain cute as a button)<br />Where: Kroger lot at NE corner of Preston and Campbell. We'll try to find some shade near Campbell road in which to gather. BYOB provided by NoDuh3 mismanagement. <br />Time: standard hash time — meet at 6:30 and chat up the new boots; hounds away at 7 sharp<br />Why? because its birthday time for someone, Haring with neighbors is über cool,  and YRoT is about to disappear for the the summer<br />Description: trail is TURD friendly, but circle and On after is not. Expect no P I. Expect good beer at the beer check. Trail will not be too long. <br />Circle and On after party: at the residence of Yellow Rose of Texas (6805 Barkworth, Dallas 75248). Feel free to bring some food to share if you want. There will be the standard snacks provided and Yellow Rose will provide some pizza and other appetizer-y things. <br />Crash space available<br />Bring: Koozie, whistle, change of shirt, a smile, and a hug for birthday girl<br />Note: please take off your shoes when cumming inside. And try not to break antique chairs, break framed needlework, or have the loudest sex I have ever heard in my living room. Ahem. <br />Price: all this for the amazing low low price of $7.<br />Birthday girl is accepting compliments, good beer, and blind dates with tall single straight men you recommend.	Sun, May 18, 2014 at 11:06 AM
21	Dallas Urban Hash	du	Pretty, Pretty<br />Princess Trail	250	MILF Shake<br />The Price is Wrong	7:00 PM CDT	<br />2506 Knight St<br />Corner of Knight St. & Maple Ave.<br />Dallas, TX 75219	https://www.google.com/maps/place/2506+Knight+St/@32.8074878,-96.8171732,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9eb447025319:0x43f2fb17fa669523	$7.00	Friendly		8:51 PM CDT	Wednesday, May 21, 2014	<br /><br /><span style="color:magenta;">We’re all princesses together that’s why we go ‘round in crowns!</span><br /><br />MILF and I have been called princesses, by a fellow hasher, and we have decided it is time for ALL HASHERS to embrace their INNER PRINCESS!!  We will have crowns, sashes, and body glitter to make you a pretty, pretty princess!! We will have Jello shots and Royal Flush shots because they are pretty and royal! Only the best for our Royal, Regal Hashers!!  There will be NO shiggy, NO water crossings, NO change of clothes needed!!! A princess would NEVER risk scratching up her skin or soiling her dress!!  Even the On-In will be worthy of a QUEEN!!  But wait there’s more……. Fantastic, Incredible…… it is also the 250th running of the DUHHH a milestone worthy of Princesses laying a trail!!  So dress in your finest Princess attire and CUM have a ROYAL good time celebrating the 250th running of the DUHHH!!!<br /><br />	Tue, May 20, 2014 at 9:24 PM
22	FU H3 Hash	fu	The Office on Trinity		Whitney MF Houston	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-99-may-22nd-open&instance_id=2736	$7.00			8:52 PM CDT	Thursday, May 22, 2014		Thu, May 22, 2014 at 12:54 PM
23	Happy Hour	hh				7:00 PM CDT						8:52 PM CDT	Friday, May 23, 2014		Thu, Apr 17, 2014 at 8:26 AM
24	FU H3 Hash	fu	Centennial Trail!			12:00 PM CDT		http://www.fuh3.com/?ai1ec_event=fuh3-100-may-24th-centenial-trail&instance_id=2544	$7.00			8:53 PM CDT	Saturday, May 24, 2014		Mon, Mar 10, 2014 at 1:25 PM
24	FU! Thursday is a Drinking Day!	fh	Centennial Boat Party!			7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=fuh3-may-24th-centennial-boat-party&instance_id=2585				8:53 PM CDT	Saturday, May 24, 2014		Mon, Mar 10, 2014 at 1:19 PM
26	Fort Worth Hash	fw	Mammorial Day	747	Straw<br />Ewe Fucker<br />Gangrene Hose	3:00 PM CDT	<br />Some Warehouse Monstrosity<br />6700 Mountain Creek Pkwy<br />Grand Prairie, TX 75052	https://www.google.com/maps/place/32%C2%B040%2750.8%22N+96%C2%B057%2755.4%22W/@32.68079,-96.96538,3583m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!			8:55 PM CDT	Monday, May 26, 2014	A gently rolling meadow, carpeted with four-inch fescue and wildflowers.  Field larks beckon as you jog leisurely toward an emerald wood.  You inhale  the dark, sweet smell of fallen leaves and black earth as you enter a hall of hundred-year oaks, pecan, and black walnut trees. A cool breeze touches your cheek and you smile.<br /><br />Honeysuckle lined paths guide you through a pristine forest  and there’s nary a briar to be found.  The afternoon sun dances in the canopy to create a disco-like world around you.  Squirrels chatter in the tree.  Rabbits and mice dance among the ferns to melodic birdsong.  A woodpecker keeps time.<br /><br />From somewhere outside yourself, you hear the hollow rhythm of your own footsteps as you cross an arched wooden bridge and spy a large grey heron, fishing in the silvery stream below.  In the distance, a mockingbird sings as the breeze kisses your cheek once more.  You smile and melt in the moment…<br /><br />Then slowly, deliberately, you take a deep breath, open your eyes and accept that it’s all a dream.  It’s Memorial Day and you’re ass-deep in poison ivy.<br /><br />Hash start - 3:00 Monday Just North of the junction of I-20 and Mountain Creek Parkway.<br /><br />To get there, find Interstate 20 and drive.  Exit Mountain Creek Parkway and go North.  Look for Hashers the parking lot for one of those warehouse monstrosities on the left.<br /><br />Bring a friend and a sense of humor.	Sat, May 24, 2014 at 1:39 PM
28	Dallas Urban Hash	du	Club Schmitz<br />Farewell 	251	Wrong Dong Thong<br />Whitney MF Houston	7:00 PM CDT	<br />Club Schmitz<br />9661 Denton Dr<br />Dallas, TX 75220	https://www.google.com/maps/place/Club+Schmitz/@32.852173,-96.876881,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9da9e98f3ec9:0x9813e5b8c2209ea9	$7.00	Not Friendly		8:56 PM CDT	Wednesday, May 28, 2014	Club Schmitz is CASH ONLY	Wed, Apr 23, 2014 at 2:28 PM
29	FU! Thursday is a Drinking Day!	fh	Rodeo Goat		Sucks4U	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-may-29th-open&instance_id=2723				8:57 PM CDT	Thursday, May 29, 2014		Thu, May 22, 2014 at 12:50 PM
30	Happy Hour	hh				7:00 PM CDT						8:57 PM CDT	Friday, May 30, 2014		Sun, Nov 10, 2013 at 1:05 AM
31	Dallas Hash	dh	John Burke Society	905	Moldy Ho	4:00 PM CDT	<br />John Burke Nature Preserve<br />1111 Valley View Lane<br />Farmers Branch, TX 75234	https://www.google.com/maps/place/32%C2%B055%2701.0%22N+96%C2%B056%2701.4%22W/@32.91695,-96.93372,4487m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0<br />	$7.00			8:58 PM CDT	Saturday, May 31, 2014	Special Instructions: We will start with a pleasant run through the Nature Preserve.  Follow by shiggy and a river crossing! One or two beer checks, couple of blow jobs, and an On IN on a pond.  Bring change of clothes, chair and hat for shade.<br /><br />469-216-1055<br /><br /><div align="center"><br /><img src="JohnBurke.jpg" /><br /></div>	Thu, May 22, 2014 at 3:04 PM
