DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
14	NODUH Hash	nd	Streaker Hash	108	Martha F. Stewart	7:00 PM CDT	NE Parking lot of the Garden Ridge Mall<br />1717 E Spring Creek Pkwy<br />Plano, TX 75074	https://maps.google.com/maps?t=h&ll=33.05978,-96.68560&spn=0.0015828,0.0025176&cid=0&q=33.05978N+96.68560W&output=classic&dg=ntvo	$6.00 (Summer Price)	Probably.		9:04 PM CDT	Monday, July 14, 2014	Come out and help me celebrate 4 years of streaking at the NoDUH starting on July 5th, 2010.<br /><br />To give some perspective on how long that’s been, the last time I missed a NoDUH:<br /><br />I was still named Can’t Cum Yet and hadn’t laid my first trail,<br />The NoDUH tyrant was its founder, 8-Second-Ride,<br />The DUH wasn’t even a year old yet and its founder, 71-1, was the tyrant,<br />The Dallas GM was Xena the Warrior Princess,<br /><br />The FUH3 didn’t exist yet.<br /><br />Fucking Beaver Shit, Pro Bone Her, Mouthful, and Free Ho Lay all lived in Dallas, not the Pacific Northwest<br />Wrong Dong Thong was Just Dave aka Showtime’s virgin,<br />EeeyWhore hadn’t even started hashing,<br />The Rangers had never been to a World Series,<br /><br />The Mavericks had never won the NBA Championship,<br /><br />When my streak started, the last game the Cowboys played was a playoff game,<br />and I was still technically married,<br /><br />Anybody who actually wants to “streak” on trail, there may be opportunities.  Use your own discretion.<br /><br />BRING:<br />A flashlight<br />Bug spray<br />Whistle<br />Virgins	Sun, Jul 13, 2014 at 12:59 PM (fredleason)
16	Dallas Urban Hash	du	Cum to Casa View!	258	Penis Fly Crap	7:00 PM CDT	10269 Ferguson Road, Dallas	https://www.google.com/maps/place/10269+Ferguson+Rd,+Dallas,+TX+75228/@32.8337161,-96.6740381,17z/data=!3m1!4b1!4m2!3m1!1s0x864ea137fd014c85:0x6b67d3ffce0ef35	$7.00	TURD Friendly Trail, ON-IN not TURD Friendly		9:04 PM CDT	Wednesday, July 16, 2014	The DUH3 returns to East Dallas for the 2nd week running, this time in Casa View. With the cold front arriving, it’s forecasted to be a brisk 81° with scattered showers.  You won’t need to waste time hydrating with water.  It’ll be perfect weather for filling up on beer.  A-A. Trail will  be TURD friendly, but the On-In will not.  Liquor will be available at the On-In. Don’t expect your typical DUHHH beer at the beer check this week.<br />Pre-lube beer provided.	Tue, Jul 15, 2014 at 10:33 AM (fredleason)
17	FU! Thursday is a Drinking Day!	fh	Whip it Out at<br />the Ballgame!		Super Homo	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-july-17th-open&instance_id=2768				9:03 PM CDT	Thursday, July 17, 2014		Thu, Jun 19, 2014 at 3:59 PM (Claude)
18	Happy Hour	hh	Velvet Love Box		Eeeywhore	6:30 PM CDT	South St. Patio behind J Gilligan's Bar & Grill<br />400 E Abram St.<br />Arlington, TX 76010	https://www.google.com/maps/preview?client=safari&oe=UTF-8&ie=UTF-8&fb=1&gl=us&cid=13183688820336647350&q=J+Gilligan's+Bar+%26+Grill&ei=0nvAU76oMo-cyAT8kYDABg&ved=0CIIBEPwSMA0	$5 Cover, $6.75 Pitchers Pay as you go			9:03 PM CDT	Friday, July 18, 2014	Doors open at 8pm to see VLB (Velvet Love Box), but  I  will be at J. Gilligans around 6:30 for a prelube with $6.75 pitchers.<br /><br />There is a $5 cover charge to see the band, but I PROMISE you will not be disappointed.<br /> <br />VLB was nominated for "Best Cover/Tribute Band" in the FW Weekly Music Awards for a 12th straight year.<br /> <br />Please don't make me drink alone!	Thu, Jul 17, 2014 at 12:09 AM (John)
19	Fort Worth Hash	fw	4th Anal<br />Playboy Hash	751	Grave Robber &<br />Bovine Delight	3:00 PM CDT	Mosier Valley<br />3324 House Anderson Road<br />Euless, TX  76040<br />32.808551, -97.122375	https://www.google.com/maps/place/3324+House+Anderson+Rd,+Euless,+TX+76040/@32.808551,-97.122375,17z/data=!3m1!4b1!4m2!3m1!1s0x864e7e69d3618461:0xd76e46e89076408	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!	Yes		9:02 PM CDT	Saturday, July 19, 2014	Don your bunny or donkey ears, play outfits and Hefner bath robes for the 4th anal Playboy hash. We'll be viewing porn and roaming the beautiful and historic Mosier Valley area.<br /><br />Every time I venture out there, I find something new and exciting. Over the years hashing in the valley, I've swam to the Fort Bird historical marker, climbed through a gravel pit, crossed the deadly screaming bridge battling 6' poison ivy, ran the old Mosier Valley motocross course, and hiked through the sludge along side Homeland Security forces. But, on this day, I guarantee you'll hike something new, see something historic and have a great time doing it.<br /><br />Our adventure starts at the historic St. John Missionary Baptist church. This church was establish in 1898 and moved to its current location in 1911 where it continues to serves as a place of worship for the oldest black community in Texas. I had the pleasure of meeting pastor Sean Taylor this morning at his gospel service where I received the Word and he gave us his blessing to use his parking lot for our outing. Praise the Lord!<br /><br />Miserections:<br />From Hwy 360, go west on Trinity Blvd to House Anderson Rd. Go south on House Anderson and look for hashers.<br /><br />St. John Missionary Baptist Church<br />http://www.integratefaith.org/index.php<br /><br />Mosier Valley History<br />http://www.tshaonline.org/handbook/online/articles/hrmud<br /><br />Fort Bird Location & History<br />http://en.wikipedia.org/wiki/Bird%27s_Fort,_Texas<br />http://tinyurl.com/ofr8nva	Tue, Jul 15, 2014 at 10:20 PM (John)
20	Bike Hash	bh	Trinity River Corridor Bike Bash		How Big is Your Mouth	1:00 PM CDT	Continental Avenue Pedestrian Bridge South End<br />2901 N Beckley Ave<br />Dallas, TX  75208<br />32.779302, -96.825744	https://www.google.com/maps/place/Continental+Ave,+Dallas,+TX/@32.7794926,-96.8254343,20z/data=!4m2!3m1!1s0x864e9941dcaa5261:0x6c3329f2d330fdc2	$3.00			9:01 PM CDT	Sunday, July 20, 2014	It's a rolling party! Bring a bike and join on leisure 8mile ride on the new continental bridge and the trails of the trinity river corridor .It's going to be hot so plan accordingly, BYOB! Plenty of craft beer at LUCK in trinity groves afterwards for those interested. Meeting on the south side of the bridge plenty of parking on both ends.	Sun, Jul 13, 2014 at 1:52 PM (fredleason)
20	Sunday Brunch	sb	The FWH3 admin has decided to resurrect brunch!		Anal Adventure and Just Kevin	11:30 AM CDT	The Coppertop Saloon 6507 S Cooper St Arlington TX 76001<br />		pay as you go			9:01 PM CDT	Sunday, July 20, 2014	Bring your appetite and please RSVP so I can get a big enough table.<br /><br />On-brunch<br />Anal Adventure<br />penelope1307@hotmail.com	Sat, Jul 19, 2014 at 12:40 AM (Double)
22	Tasty Tuesdays	tt	Two Caption Jack Swallows for the price of one		Stick'er Bush and Captain Jack Swallows x 2	6:30 PM CDT	BFF Bakery & Bistro<br />6501 S. Cooper St.<br />Suite 101<br />Arlington, Texas 76001	https://www.google.com/maps/place/6501+S+Cooper+St+%23101,+Arlington,+TX+76001/@32.6400598,-97.1338067,17z/data=!3m1!4b1!4m2!3m1!1s0x864e625283644ea9:0x72f4ec2f0336e20d	Pay as you go			9:00 PM CDT	Tuesday, July 22, 2014	Hey there all you scurvy flea bitten Hounds and Harriets.  Captain Jack Swallows from San Diego Humpin Hash just confirmed that he and his female traveling companion? will be rolling into Arlington sometime tomorrow and will be crashing at Stick'er Bush's and my place.  So if you have no plans, come join us.  We'll be out on the patio.  They have a good selection of beer and great food.  Happy Hour all day.	Mon, Jul 21, 2014 at 9:04 PM (John)
23	Dallas Urban Hash	du	4th Anal<br />Ménage à Trois	259	 McGayer<br />MILF Shake<br />Wrong Dong Thong 	7:00 PM CDT	Hidden Door <br />5025 Bowser Ave<br />Dallas, TX 75209	https://www.google.com/maps/place/5025+Bowser+Ave,+Dallas,+TX+75209/@32.8246305,-96.8188594,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9ebe0af51c3b:0x30f5b53ecaad9390	$7.00	On-In is not TURD friendly		8:59 PM CDT	Wednesday, July 23, 2014	Hash Cash: $7.00 <br />Except for the 5 poor (literally $165.00 poorer) souls that were towed last week - Silver Fux, STFU Special Fred, Texas Hold’em Titties, Plum Randy, and Diddler on the Roof will get Free Hash Cash this week! Offer good this week only, next week you will pay full price!!<br /><br />Don't be shy! Grab a couple of virgins to complete your own Ménage a Trois and bring them out for a night of debauchery. There will plenty of beer , there will be no shiggy, because MILF hates shiggy, and there will be jello shots for those that show their boobs, because everyone loves boobs! We will also provide light snacks as the On-In does not serve food.<br /><br />McGayer	Tue, Jul 22, 2014 at 7:01 PM (John)
24	FU H3 Hash	fu			Random Manhole	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-105-july-24th-open&instance_id=2809	$7.00			8:59 PM CDT	Thursday, July 24, 2014		Sat, Jun 28, 2014 at 9:09 PM (cwinborn)
25	Happy Hour	hh				7:00 PM CDT						8:58 PM CDT	Friday, July 25, 2014		Sun, Nov 10, 2013 at 1:06 AM
26	Dallas Hash	dh	Gispert's Birthday	909	Condom Mint	3:00 PM CDT	GPS: 32.707097, -96.736732<br />Approximately 4800 Texas Loop 12 Service Rd, Dallas, TX 75241.<br />The start location is the parking lot under the bridge. 	https://www.google.com/maps/dir//32.7068763,-96.7368725/@32.7045245,-96.7402038,17z/data=!3m1!4b1!4m3!4m2!1m0!1m0	$7.00			8:57 PM CDT	Saturday, July 26, 2014	It's the anniversary of Gispert's Birthday. <br />http://www.hhh.org.uk/g.cfm<br />Theme is "G". Wear things that start with the letter G. Green dresses, guitars, gumbo, gorillas, etc.<br /><br />Things to expect: There will be no floatilla of death, unlike Mouthful's trail of yesteryear, but you will get wet on trail. There is probably PI on trail; plan accordingly. There may or may not be dead bodies, alligator gars, or malaria. <br /><br />Bring: Dry shoes, dry clothes, Technu, bug spray, VESSEL<br /><br />Detailed Erections:<br /><br />- If you are coming from Interstate 45, go East on Ledbetter, and right after the railroad tracks but before you get to the bridge over the Trinity, there will be a service road on your right. Turn on to it and follow it to the left under the bridge.<br /><br />- If you are coming from highway 175, go West on Ledbetter, and immediately after the bridge over the trinity, there will be an access road on your right before the railroad tracks. Follow the access road, make a u-turn under the bridge and follow the road until you get under the bridge. (The access road makes an odd merge onto Loop 12, but then you immediately get off onto the access road again)<br /><br />Picture: https://www.dropbox.com/s/5a9twns8foslwmg/Screenshot%202014-07-22%2016.29.17.png<br /><br />-- <br />CM<br />469-249-0079<br />	Tue, Jul 22, 2014 at 7:58 PM (John)
27	Sunday Brunch	sb	Bottomless Anal		Anal Adventure and Sucks for You	11:30 AM CDT	Raven's Grille at Texas Star <br />1400 Texas Star Pkwy <br />Euless, TX 76040	https://www.google.com/maps/place/1400+Texas+Star+Pkwy,+Euless,+TX+76040/@32.818446,-97.1144663,17z/data=!3m1!4b1!4m2!3m1!1s0x864e7e47bf7bdb69:0x2ba45efd5c8f7704	Pay as you go			8:57 PM CDT	Sunday, July 27, 2014	Hey wankers! Need a cure for that post-hash hangover? How do $6 bottomless mimosas and $6 bottomless Bloody Mary's sound? All centrally located!<br /><br />Also, Just Kevin and Anal Adventure will be checking out Bishop Cider Co around 2pm, 509 Bishop Ave Dallas TX 75208	Tue, Jul 22, 2014 at 7:41 PM (John)
28	NODUH Hash	nd	80085	109	No I’m Not &<br />Who the Fuck is Chip	7:00 PM CDT	Willie B Johnson Recreation Center<br />12225 Willowdell Dr<br />Dallas, Tx, 75243	https://www.google.com/maps/place/Willie+B+Johnson+Recreation+Center/@32.9164821,-96.7616905,18z/data=!4m2!3m1!1s0x0:0x12ac1f0b4f79991f	$6.00	Yes, but they might need help getting out of the creek if they are small.		8:56 PM CDT	Monday, July 28, 2014	The best cure for a long boring Monday at the work is drinking. So cum out to the NoDUHHH, do some trail and drink. Heck, you might even get to find out why the title for this hash is 80085.<br /><br />The trail is largely urban but will go through a creek at some point so bring a change of shoes and shocks.<br /><br />If you are a delicate hasher who doesn’t want to get wet, a dry shortcut might be provided if you are nice or provide certain services.<br /><br />What to bring: Virgins, change of shoes and socks, hash cash, more money if you want to go to the on-after.<br /><br />On-After details to cum.	Sun, Jul 27, 2014 at 5:58 PM (John)
30	Dallas Urban Hash	du	Just Simeon's Virgin Trail	260	Back That Ass Up & Just Simeon	7:00 PM CDT	The Underpass, 650 Exposition Ave. Dallas, TX	https://goo.gl/maps/yYz20	$7.00	Yes		8:54 PM CDT	Wednesday, July 30, 2014	Just Simeon is excited to hare his first trail, yes he has only hashed 1-1/2 times, but he's a go getter and will guarantee a night you won't forget, unlike BTAssUp last week when she forgot she volunteered to hare this week!!!<br /><br />Anyway it's an A:A trail, yes there will be a Beer X, yes there will be BOOBs, yes there will be a SHORT trail (3-4) miles, no you won't get lost, no you won't get towed, no there will be NO shiggy because this is the DUH!!! And finally, YES, we will have a great time.<br /><br />So cum one, cum all to Simeon's Virgin Trail - we need to get our livers ready for Clearfork!!!<br /><br />BTW...there is no food at the On-In, but Leo has menus that we can order delivery. I'll try and bring some chips and stuff, but I'm not promising anything!<br /><br />Ok I think that's all folks, can someone please post???<br />[posted by DD from Brussels]<br /><br />Thanks, BTAssUp	Tue, Jul 29, 2014 at 1:27 AM (Double)
31	FU! Thursday is a Drinking Day!	fh			Blonde Dyke Bar	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-july-31st-open&instance_id=2817				8:53 PM CDT	Thursday, July 31, 2014		Mon, Jul 7, 2014 at 9:59 AM (cwinborn)
