DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
14	Dallas Hash	dh	Longest Day<br />10 Bars — 10 Miles	906	Double Dribble & Back That Ass Up	12:00 PM CDT	Near Mockingbird DART Station. Details to follow.	http://goo.gl/maps/mtPo3	Pay as we go. I'll try to select the diviest bars I can	Nope		9:05 PM CDT	Saturday, June 14, 2014	Shamelessly modelled after Rumson's (NJ) annual event -- where they now typically have 75 people.<br /><br />This is an annual DFW event; I think #6 or #7.<br /><br />You can walk, run, skate, bike, or whatever from bar to bar.<br /><br />It probably will be hot, so bring a hat, sunglasses, sunscreen, comfortable shoes, and money.<br /><br />Call me if you miss the start and want to join us: (972) 849-2038.	Tue, Jun 24, 2014 at 10:47 PM (cwinborn)
16	NODUH Hash	nd	Lying and Spiders<br />and Beers, Oh My!	106	Just Leah<br />Just Anthony	7:00 PM CDT	<br />1549 J Place Apt 133<br />Plano, TX 75074	https://www.google.com/maps/@33.0208667,-96.6999464,167m/data=!3m1!1e3	$7.00	Not Friendly		9:06 PM CDT	Monday, June 16, 2014	<br />Cum out for a shitty trail by virgin hares Just Anthony & Just Leah who have scouted our first trail that we think you’ll find….perturbing on not many levels, maybe one or two. Bring a flashlight and a change of underwear. Oh, and your mom.  <br /><br /><em>Downtown Plano Parking:</em> <a href="http://visitdowntownplano.com/wp-content/uploads/2013/05/Downtown-Parking-Map.jpg">Crude Map</a><br /><br />Where: Start at Just Leah’s apartment at Eastside Village, 1549 J Place #133. Go in between the two brown brick buildings behind and North of the old cobblestone downtown Plano, just East of the DART downtown rail station. Look for her sons’ red and yellow balls on the patio (it’s being treated by a team of specialists). We’ll have signs up for the mentally impaired, which should cover all of you. See map above for parking. We recommend City Hall parking at 1520 Ave K as they have been told about the run and will not tow. Pre-lube drinks and a few snacks will be provided. Smacks provided on a case by case basis from Just Anthony.<br /><br />Time: Standard hash time — meet at 6:30pm and there will be some treats provided; hounds away at 7:00pm<br /><br />Why? : Because they have been hashing since last summer’s Mad Dog and Spam / Red Dress run and it’s about damn time they got off their virgin asses and blazed a trail.<br /><br />Trail: Under 4 miles. Mild shiggy, very mild, so instead of blaming everything on chiggers maybe it’s time to explore the possibility of bed bugs. Just saying.<br /><br /><em>Hares:</em><br />Just Anthony 412-216-8122<br />Just Leah 972-569-7283<br /><br />Too drunk to maintain your balance but don’t want to get your feet a little wet? Tough dookie. Don’t want to run in a dark small place? Hence the bringing of mommy. Don’t want to drink beer? You’re in the wrong organization. Can’t find the “G” spot? It’s probably too late for you. There will be some generously spiked fruit snacks at Beer Check and water will be provided.<br /><br />Circle: At a bar in the area. Drinks provided along with cake and some appetizers, but they also serve damn good food there you can purchase if you are still hungry.  <br /><br />Bring:  Whistle, flashlight, hash cash, your mom.<br /><br />On After: At Just Anthony’s apartment in the same complex as the start address, next building over with parking garage. 1045 15th Pl apt 361-J. Crash space available, you clean up your own puke, no exceptions.<br />	Sun, Jun 8, 2014 at 10:49 AM (cwinborn)
18	Dallas Urban Hash	DUH.png	A Bridge Too Far	254	Double Dribble<br />Private Brown Eye<br />Back That Ass Up	7:00 PM CDT	The "World Famous" Hickory House<br />600 S Riverfront Blvd = 600 S Industrial Blvd<br />Dallas, Texas 75207	https://www.google.com/maps/place/Hickory+House+Barbecue/@32.768993,-96.809877,17z/data=!3m1!4b1!4m2!3m1!1s0x864e990d937e4a63:0x76a2aaf32b6c353e	$7.00  — Bring extra money for BBQ On-In.	OK		9:06 PM CDT	Wednesday, June 18, 2014	DUHHH 18 June "A Bridge Too Far"<br /><br />Hares:<br />Double Dribble -- scouting trail<br />Private Brown Eye -- laying trail<br />Back That Ass Up … -- beer check<br /><br />Gather 6:30; Pack Away 7:00.<br /><br />Start & Finish:<br />The "World Famous" Hickory House<br />600 S Riverfront Blvd = 600 S Industrial Blvd<br />(almost was 600 S Ceasar Chavez Blvd)<br />Dallas, Texas 75207<br /><br />Hash Cash: $7. Bring extra money for BBQ On-In.<br /><br />TURDS: OK<br /><br />Length: 4 miles, not counting Arkansas (plural), Blow Jobs, Back Checks, Circle Jerks, and ineptitude by the hares.	Thu, Jun 26, 2014 at 2:07 PM (Claude)
19	FU H3 Hash	fu	All the Comforts<br />of Home	102	Pine Cone<br />in the Puss &<br />My Azz is Fizzen Yo	7:00 PM CDT	<br />6557 Kerr Street<br />Fort Worth, TX 76112	http://www.fuh3.com/?ai1ec_event=open-fuh3-102-june-19th-open&instance_id=2686	$7.00	Friendly!		9:07 PM CDT	Thursday, June 19, 2014	Thursday, Thursday, Thursday!<br /><br />My Azz is Fizzen Yo will be co-hare.  It will be her virgin lay.<br /><br />Gather: 6:30<br />Pack Off: 7:00<br /><br />Start: 6557 Kerr Street, Fort Worth, TX 76112<br /><br />32.733288, -97.218972 <a href="https://www.google.com/maps/place/32%C2%B043%2759.8%22N+97%C2%B013%2708.3%22W/@32.7332875,-97.218972,16z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0">MAP</a><br /><br />Turd Friendly!<br /><br />On-After: The Ozzy Rabbit<br /><br />"All the Comforts of Home"<br /><br />Most of you wankers take for granted that you have electricity, clean running water, fuel at a station near by, flood control, storm drains keeping your roads drivable.... Most don't really think about how we live such a cushy life.  So Thursday will will enjoy the views of a power plant, gas processing plant, damn/flood control.  We will do unique things like obey "No Trespassing" signs. We will go easy on the shiggy. <br /><br />Bring: Virgins! Boobies! a vessel, bug spray, boobies, anal lube or dielectric lube (depending on your preferences), standard dry bag, any family members you have been meaning to bury (grandma on the roof rack or the gold fish).<br /><br />This trail has been scouted by an environmental professional.  Exposures expirenced on trail are unlikely to cause long term health effects. Short term health effects that may be expected include heat related illnesses; intoxication; insect bites; slip, trips, front-flips, and falls; accidental pregnancy; loss of dignity; and unrealistic expectations of coitus post hash.<br /><br />Side note:  If a sirens go off, run up wind ;-)   <br />	Thu, Jun 19, 2014 at 3:38 PM (Claude)
20	Happy Hour	hh				7:00 PM CDT						9:07 PM CDT	Friday, June 20, 2014		Sun, Nov 10, 2013 at 1:06 AM
21	Fort Worth Hash	fw	White Trash<br />Swimming Party	749	Gets It For Free<br />Community Skank	4:00 PM CDT  — <strong>4:30 Pack Away</strong>	<br />Parking Lot at Scott’s Landing Marina <br />2500 Oak Grove Loop S<br />Grapevine, TX 76051	https://www.google.com/maps/place/32%C2%B057%2740.4%22N+97%C2%B004%2741.8%22W/@32.961228,-97.07828,16z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!	Ok on trail and at on-in. Yes Woof!!		9:07 PM CDT	Saturday, June 21, 2014	The White Trash Lake Swimming Party Hash<br /><br />Austin Hasher “Community Skank” has been having a very bad year at “Hippy Hollow” at Lake Travis because the water has been too low! She is looking for a more northern destination and a lake filled with water. <br /><br />Hash with what you would wear at a “White Trash Lake Swimming Party” or go “Hippy Hollow Style”! Don't forget the pasties! The Shiggy is bathing suit safe! On-In will be in the water on the beach. <br /><br />Bring swimming suit, towel, chair for beach if you need one. 	Fri, Jun 20, 2014 at 5:58 PM (cwinborn)
23	Contra Hash	ch	Itty Bitty Titty Pub Crawl	EOP Day 1	Sux 4U	6:00pm start, Pack away at 7ish	J. Gilligan's, 400 E Abram St, Arlington, TX 76010 	https://goo.gl/maps/uD17b	BYOB	No		9:07 PM CDT	Monday, June 23, 2014	According to EOP history, it always starts with the Itty Bitty Titty Pub Crawl which I will be hosting Monday night. It was my first big event 5 years ago on my 24th birthday where I met so many great hashers that I had to move back here. So...please join us at J Gilligans starting at 6, leaving at 7ish.	Mon, Jun 23, 2014 at 4:52 PM (Double)
23	 Grilling &amp; Gambling	pokerNight.png	 Grilling &amp; Gambling		I'm So Rong<br />Melissa & Kris 	7:00 PM CDT	<br />760 Middle Cove<br />Plano, TX 75023	https://www.google.com/maps/place/760+Middle+Cove+Dr/@33.052876,-96.707691,17z/data=!3m1!4b1!4m2!3m1!1s0x864c184b23a32fd7:0x357f0e4175d390ee				9:07 PM CDT	Monday, June 23, 2014	 It's day one of EOP! We will be gambling, so your poker faces are required. Bring beer (or anything else you'd like to drink), meat to grill, sides for sharing, camping chairs and small change. Penny anti game, raise the stakes with nickels, dimes and quarters. And if you're afraid of losing your dignity at the poker table, there will be other games and, as always, great company!<br /><br />Oh yeah, don't forget the virgins. Sacrifice is a possibility. 	Sun, Jun 22, 2014 at 10:43 AM (cwinborn)
24	Spit Hash	sh	Cat’s Pool		Just Cat<br />Kane In The Arse<br />Deodorcunt	7:00 PM CDT	<br />1546 Waterford<br />Lewisville, TX 75077	https://www.google.com/maps/place/1546+Waterford+Dr/@33.062748,-97.03845,17z/data=!3m1!4b1!4m2!3m1!1s0x864c327784afcab1:0xfc80e5fbf20135cd	BYOB			9:08 PM CDT	Tuesday, June 24, 2014	 You asked for it, you got it!  SPIT Hash at Just Cat's!!!  Bring your swimmy suit, meat to grill, food to share, and booze to swill.  Oh yeah, we want your meat 😜	Sat, Jun 21, 2014 at 9:33 AM (cwinborn)
25	Dallas Urban Hash	du		255	Jousting for Tampons<br />& Whitney MF Houston	7:00 PM CDT	<br />Mockingbird Station<br />5307 East Mockingbird Lane<br />Dallas, TX 75206	http://goo.gl/maps/mtPo3	$7.00	Not Friendly		9:08 PM CDT	Wednesday, June 25, 2014	We are looking at 3-4 miles with light shiggy if any and whatever else the hares may throw your way.  <br /><br />55% chance of rain and wet t-shirts…<br /><br />So it happens that this time our EOP events coincide with the 2014 World Cup which means soccer fever, cleavage representing the pride of many nations in many sizes and colors, nations getting together to guzzle beer as they watch soccer games, and the usual craziness of the matches (biting, drama, fouls, groping, etc.). With all that in mind we are kicking off a World Cup themed trail which means: soccer shirts, shirts representing the colors of a nation you support in the games, short running shorts, sporty attire in general, vuvuzelas and of course generous amounts of cleavage.	Tue, Jun 24, 2014 at 10:48 PM (cwinborn)
26	FU! Thursday is a Drinking Day!	fh	S.P.I.T. Hash		Sux4U 	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=june-26th-e-o-p-day-5&instance_id=2722	$7.00			9:08 PM CDT	Thursday, June 26, 2014		Thu, Jun 19, 2014 at 3:56 PM (Claude)
27	Happy Hour	hh	Karoake Happy Hour		Free Facial Fairy	7:00 PM CDT	<br />Marina's Restaurant & Club<br />1509 W Euless Blvd Euless, TX 76040 <br />(817) 571-5910	https://www.google.com/maps/place/Marina%27s+Restaurant+%26+Club/@32.825546,-97.10702,17z/data=!3m1!4b1!4m2!3m1!1s0x864e7e316df94b97:0x482cdc6d57105847				9:08 PM CDT	Friday, June 27, 2014		Thu, Jun 19, 2014 at 4:18 PM (cwinborn)
28	Dallas Hash	dh	Mad Dog &amp; Spam<br /><span style="color:red;">Red Dress Run</span>	907	WhoThe F is Chip?<br />DBL, et al	4:00 PM CDT	Heritage Park in Grapevine<br />411 Ball St.<br />Grapevine, TX 76051	https://goo.gl/maps/GGIrG	$7.00 — BYOB prelube	Not Friendly		9:08 PM CDT	Saturday, June 28, 2014	 <span style="color:red;font-size:1.5em;font-family:'Arial Black', Gadget, sans-serif"> It’s a Red Dress Run!!</span><br /> break out your scarlet ball gowns.  It’s a red dress run and we’ll get you jezebels hammered  with with the finest vintage MD20/20 and  SPAM foie gras<br /><br />(mis) directions: Go to the Grapevine off of 114  take the William D Tate exit and turn north.  Follow it until it curves to the left and becomes Ball Street.. A couple of blocks more and look for Heritage Park on your right and look for hashers<br /><br />Map:   https://goo.gl/maps/GGIrG<br /><br />  32.937806, -97.082487 <br /><br />Hares: <br />Daddy’s Big Load<br />Dirty Deeds Done Dirt Cheap<br />WhoTheF*%# is Chip<br /><br />Hash cash: $7.00 — BYOB pre-run beer<br /><br />TURDs: Not Friendly  The run is, but Circle area is not 	Fri, Jun 27, 2014 at 8:08 PM (cwinborn)
29	Bike Hash	bh	Swine house<br />Grapevine		Cabana Boy<br />Can Fake It, Too	2:00 PM CDT	<br />Swine House<br />715 Forest Street<br />Grapevine, TX 76051	https://www.google.com/maps/place/715+Forest+St/@32.946651,-97.089201,17z/data=!3m1!4b1!4m2!3m1!1s0x864c2b4a69822e77:0x76644ce256b82ab4	$3.00			9:08 PM CDT	Sunday, June 29, 2014	Yes, there will be a June Bike Hash.<br />No, it will not be the typical third Sunday of the month. <br />Yes, it will be the fifth Sunday of the month. <br />Yes, it will be worth the wait. <br /> <br />Hash Date: Sunday, June 29, 2014<br />Hash Time: 2pm<br />Hares:  Cabana Boy (Hog Straddler with a bike helmet on), Can Fake it, too (Pork Me Now with bike helmet on) and Kit (Kit with bike helmet on)<br />Hash Start Location: Swine House: 715 Forest Street, Grapevine, TX 76051<br /> <br />Special Instructions:  This will be a road ride.  Expect to get at least a 25 mile road ride.  Auto wanking is an option on this bike hash (that is a <span style="font-weight:bold;">HUGE</span> hint to the coolness that awaits you at this hash!)<br /> <br />On-On,<br />CFi2	Thu, Jun 12, 2014 at 1:29 PM (cwinborn)
30	NODUH Hash	nd	SUMMER CELE-<br />MASTER-BRATION	107	Ken, Melissa<br />& Tit-Cock	7:00 PM CDT<img style="float:right;" src="towel.jpg" width="200" />	<br />2670 Midway Rd.<br />Carrollton, TX 75006 <br />(Closed Carl's Jr. location <br />at the corner of Trinity Mills <br />and Midway)	https://www.google.com/maps/place/Carl%27s+Jr./@32.9870287,-96.8415713,18z/data=!4m2!3m1!1s0x864c2403f341e177:0x85c43ce36e850df3	$7.00			9:08 PM CDT	Monday, June 30, 2014	<br />Spring has cum and gone. Bring your Orcas and put on your floaties and cum celebrate the first NODUH of Summer.<br /><br />This isn't officially a SPIT, so wear something you can run in. If you happen to fall into a pool along the way, well that's your own damn fault. Might be some "water sports" too, who knows? Just sayin'<br /><br />Tit Cock Tit Cock and Just Ken say this hash will be shiggy-free so leave your shiggy socks at home. (We may have a lot of fetishes, but shiggy socks with inflatable rubber duckies ain't one of 'em.)<br /><br />Do bring vessels but don't bring laser pointers for distracting pilots at the Addison airport unless one of your fantasies is a body cavity search courtesy of Homeland Security.<br /><br />Semi TURD friendly: Trail and On-In are okay, but On-After will not be.	Mon, Jun 30, 2014 at 11:10 AM (Clodhopper)
