DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
13	FU H3 Hash	fu			Queen Ebola III	7:00 PM CST		http://www.fuh3.com/?ai1ec_event=fuh3-116-november-13th&instance_id=2940	$7.00			5:53 PM CST	Thursday, November 13, 2014		Tue, Nov 4, 2014 at 4:47 PM (Clodhopper)
14	Happy Hour	hh	Pre-Holiday HH 		Deodorcunt<br />4 Play	7:00 PM CST	<br />4 Play’s House<br />1106 N. Maryland St<br />Carrollton, 75006	https://www.google.com/maps/place/1106+N+Maryland+Ave,+Carrollton,+TX+75006/@32.955877,-96.899716,17z/data=!3m1!4b1!4m2!3m1!1s0x864c263ffe66c11f:0x6423cf42234b42ac				5:53 PM CST	Friday, November 14, 2014	<br />Cum join us for some pre-holiday fun & festivities.  There will be eats, treats, a signature cocktail and a martini bar.  Please bring food to share and your libation of choice.  The grill is open if you want to feed us your meat.  There will be a shoppertunity for those interested in getting a bit of holiday shopping done as well as a massage station to distress pre-holiday hustle & bustle.  Or you can just swill booze while you catch up with friends.  We’re easy like that ;-) 	Wed, Nov 5, 2014 at 3:35 PM (Clodhopper)
15	Dallas Hash	dh	Going Down<br />on the Farm	917	Penis Fly Crap	3:00 PM CST	<br />Samuell Farm Park<br />Mesquite, Texas	https://www.google.com/maps/place/Samuell+Farm/@32.7869665,-96.5860841,15z/data=!4m2!3m1!1s0x864ea58fbb5928f9:0x7dcf4713ce592973	$7.00	Friendly		5:52 PM CST	Saturday, November 15, 2014	Do you like to do it all over the countryside?  Do it in the dirt?  Do with manure? Do it with cows, sheep or pigs? Do it with cocks & chicks?  Do it with studs & bucks?  Do it with melons? Do it on a tractor?  You’re in luck!  Samuell Farm in Mesquite is now a park, and Saturday’s hash will be your chance to hash on a farm.  We won’t go through any pig sties, but there will be trails & shiggy.  Virgins and Harriettes that are skilled at raising cocks are strongly encouraged to attend. As any farmer will tell you, it’s no fun plowin’ without your hoe.<br /><br /><em>Vehicle Towing::</em> Not this time<br /><br /><em>Where:</em>  Samuell Farm Park, Mesquite, TX   (That should be enough info for most navigation systems.)  Head east from Dallas on Hwy 80 towards Terrell.  Take the second exit after passing over  I-635, which is Beltline Road.  Stay on the frontage road through the intersection, and Samuell Farm Park will be on your right.<br /><br /><em>What to bring:</em>  Whistle, Virgins, Farmers’ Daughters, warm clothes, dry shoes & socks for the on-in. <br /><br /><em>Shiggy</em>:  Yes, but no swimming or wading required this weekend.  Your feet may get a little wet depending on weather conditions, but mine haven’t during reconnoitering.<br /><br />	Thu, Nov 13, 2014 at 12:06 PM (Clodhopper)
16	Bike Hash	contra.png	Contra Bike Hash		Deflated	12:00 PM CST	<br />White Rock Lake Spillway Parking Lot<br />2120 Winstead Dr<br />Dallas TX<br />32.81416, -96.72738	https://www.google.com/maps/place/32°48'51.0%22N+96°43'38.6%22W/@32.81416,-96.72738,333m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0	Pay-as-you-go			5:52 PM CST	Sunday, November 16, 2014	... (third Sunday of the month) is normally the time for the Bike Hash, but I haven't heard anything from the hares who are camping out at Tyler State Park right now.<br /><br />So, since it's ~24 hours until hash time, and the Cowboys have a bye (not that any of the players have ever joined us on a bike hash before), and since it's going to be a little cold, yada yada yada...<br /><br /><em>CONTRA BIKE HASH.</em><br />Hash Time:  Sunday, November 16, Noon<br />Hash Place: White Rock Lake Spillway Parking Lot; just north of Winsted and Garland Rd (right off of Winsted Rd)<br />Hash Cash:  Free - but bring money for drinks<br />Hash Hare:  Not really - Deflated is just going to do a little urban ride to Deep Ellum or something, and probably end up at the Lot to watch some teams (teams other than the Cowboys, that is) play football (read: drink some more beer).<br /><br />On-On,<br />Deflated<br /><br /><em>P(m)S:</em>  We may have a B3H3 (Beer Bitchin' Bikers Hash House Harriers) admin meeting at The Lot, but with our GM out of the country, and the hare raiser being non-human (it's a shirt for G's sake) - there probably won't be much to discuss.<br />	Sat, Nov 15, 2014 at 12:08 PM (Clodhopper)
17	NODUH Hash	nd	Our Beloved Tyrant's Birthday	118	Martha F. Stewart &  Doctor Whorvian Tit-mouse	7:00 PM CST	5403 Arapaho Rd<br />Dallas TX 75248<br /> (It’s probably closer to 1513 Knoll Trail Dr.)	https://www.google.com/maps/place/5403+Arapaho+Rd,+Dallas,+TX+75248/@32.960753,-96.8182172,19z/data=!4m2!3m1!1s0x864c213f57ab8251:0x4d775b7bb44b1a7b	$7.00	 yes on-trail and on-in, not at on-after		5:51 PM CST	Monday, November 17, 2014	Tuesday is our beloved tyrant's birthday (that would be also be our hare for you half-minds who don't know), so join us for a birthday trail that is somewhat reminiscent of Stand By Me... <br /><br />A few tips: bundle up; it will be cold. There will also be. Dry light shiggy. Practice your duck-and-weave. And being limber is a plus because fence jumping is a possibility. <br /><br />What to bring – BYOB pre-lube<br />Flashlights<br />Virgins<br />Extra shoes/socks<br />Vessels<br />Birthday songs<br />Warm clothes	Sun, Nov 16, 2014 at 11:37 PM (Clodhopper)
18	Trivia Tuesdays	tr	Malarkey’s Tavern		Silver Fux	7:00 PM CST	<br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				5:54 PM CST	Tuesday, November 18, 2014	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight.	Wed, Nov 12, 2014 at 3:46 PM (Clodhopper)
19	Dallas Urban Hash	du	DUHHH Nov 19	276	Autoturd and Tongue Slut	7:00 PM CST	5323 Greenville Ave, Dallas TX 75206. (Try to park along the side of Regal Beagle).	https://goo.gl/maps/FLr5g	$7.00	Trail is turd-friendly, but on-in is not. Keep in mind there may be ducks on trail.		5:50 PM CST	Wednesday, November 19, 2014	Cum join two of your favorite accountants, Auditurd and Tongue Slut, for trail tomorrow night (calculators and pocket protectors not necessary).<br /><br />It will be cold so dress for the weather, but don't assume that the trail will be mercifully short to compensate for the chill. Don't forget your flashlight, hash cash, any safety lights/gear, etc. Little to no shiggy.<br />	Tue, Nov 18, 2014 at 10:10 PM (Double)
20	FU! Thursday is a Drinking Day!	fh	Bearded Eel<br />Craft Brewery		The Red Menace	7:00 PM CST		http://www.fuh3.com/?ai1ec_event=fuh3-thursday-is-a-drinking-day-november-20th-open&instance_id=3072				5:50 PM CST	Thursday, November 20, 2014		Tue, Nov 4, 2014 at 12:06 PM (Clodhopper)
21	Happy Hour	poker.png	Birthday<br />Poker Party		Captain Jack and Stick'er Bush	7:00 PM CST						5:50 PM CST	Friday, November 21, 2014		Tue, Oct 21, 2014 at 3:41 PM (cwinborn)
22	Fort Worth Hash	fw	Beaver Breath<br />Analversary	760	Beaver Breath	3:00 PM CST	<br />Dr. Pepper Star Center Ice Skating Rink<br />1400 S. Pipeline Road<br />Euless, TX 76040<br />Park in very far east parking lot immediately south of Pipeline	https://www.google.com/maps/place/Dr+Pepper+Starcenter/@32.821443,-97.106658,17z/data=!3m1!4b1!4m2!3m1!1s0x864e7e3083ffb0a3:0x61ca9a85f8dd54c7	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!			5:49 PM CST	Saturday, November 22, 2014	ARE YOU?<br /><br /> <br /><br />Ready for Beaver Breath’s 26th HHH Analversary?<br />Well, you missed it. This is his 28th.<br /><br /> <br /><br />DATE:                    November 22, 2014<br /><br />TIME:                    3:00 pm<br /><br />WHERE:                Dr. Pepper Star Center Ice Skating Rink<br /><br />                                1400 S. Pipeline Road<br /><br />                                Euless, TX 76040<br /><br />WHAT:                  Park in very far east parking lot immediately south of Pipeline<br /><br />Distructions:       Bring umbrellas, ponchos, extra cash, credit cards, change of clothes<br /><br /> 	Thu, Nov 20, 2014 at 5:07 PM (Clodhopper)
25	Trivia Tuesdays	tr	Malarkey’s Tavern			7:00 PM CST	<br /><a href="http://www.malarkeystavern.com/">Malarkey’s Tavern</a><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey's+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				5:48 PM CST	Tuesday, November 25, 2014	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight.	Mon, Dec 1, 2014 at 6:48 PM (Clodhopper)
26	Happy Hour	hh	Contra Spanksgiving Happy Hour			6:00 PM CST	802 Hester<br />Arlington, Texas 76011	https://www.google.com/maps/place/802+Hester+St,+Arlington,+TX+76011/@32.7453,-97.110303,17z/data=!3m1!4b1!4m2!3m1!1s0x864e7d9e8b40cc15:0xaf75d7983118811b				5:48 PM CST	Wednesday, November 26, 2014	Time: 6:00 PM CST<br /><br />Start address: 802 Hester, Arlington, Texas 76011<br /><br />Map: Get Map<br /><br />Hares: Wrong Dong Thong<br /><br />Hash cash: $FREE<br />BYOB, Bring a Dish to Share, Wood, Camp Chair, Whips, Chains,  and Bondage Gear<br /><br />Description:<br /><br />Wrong Dong Thong would like to give Spanks to all his Hash family on Wednesday and is opening his home to his half minded friends.<br />Bring a dish to share, BYOB, camp chairs, etc. and we will all give spanks.<br /><br /><i>Can someone bring Cards Against Humanity?</i><br /> 	Mon, Nov 24, 2014 at 8:11 PM (Clodhopper)
26	Dallas Urban Hash	du	Special Fred's 4th anniversary trail	277	STFU Special Fred	7:00 PM CST	Lee Harvey's parking lot<br />1802 Gould St, Dallas, TX 75215	https://www.google.com/maps/place/32°46'06.2%22N+96°47'23.7%22W/@32.7684,-96.78991,339m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0	$7.00			5:48 PM CST	Wednesday, November 26, 2014	What a fucking loser I am. Still hashing after 4 years. You would <br />think I would have gotten the other half of my mind back and left you <br />degenerates in my dust. But no. Still swilling cheap beer. Still <br />singing obscene songs. Still socializing with you reprobates like this <br />was my only realistic option. No wonder I drink. The recognition of my <br />dismal social decline is unbearable to take sober.<br /><br />To celebrate/regret this milestone, I am preparing a trail that will hit <br />the same spots as my first trail. I have invited the hares from that <br />trail to attend. 71-1 told me he regretted not making the trip to <br />Dallas for me. And 8 Second Ride has been a standing "Go fuck yourself" <br />for a couple years now. So I'm going to do this on my own.<br /><br />Start location, Lee Harvey's parking lot<br />Start time, pre-lub 6:30PM, hounds away 7:00<br />A-A<br />On-in is TURD friendly<br />Turkey / Eagle split<br />Shot Check<br />Beer Check	Mon, Nov 24, 2014 at 8:08 PM (Clodhopper)
27	FU H3 Hash	fu	Spanksgiving		Katman Goo	7:00 PM CST		http://www.fuh3.com/?ai1ec_event=fuh3-117-november-27th&instance_id=2941	$7.00			5:48 PM CST	Thursday, November 27, 2014		Thu, Nov 27, 2014 at 4:34 PM (John)
28	Happy Hour	hh				7:00 PM CST						5:48 PM CST	Friday, November 28, 2014		Sun, Nov 10, 2013 at 1:07 AM
29	Dallas Hash	dh	Your Other<br />Dysfunctional Family	918	Gay Boyfriend	2:00 PM CST	<br />Walnut Hill/Denton Dart Station<br />2809 Walnut Hill Ln<br />Dallas, TX 75229	https://goo.gl/maps/WWHGB	$7.00			5:48 PM CST	Saturday, November 29, 2014	Tired of left over turkey and your boring family? Wash out the terrible taste of dry turkey with shitty beer and spend some quality time with your other dysfunctional family. <br /><br />A to the B. Shiggy? Maybe? No PI fo sho. Hopefully flour. 3.256km < Trail Length < 7.424mi. <br /><br /><em>Bring:</em><br />Flashlights if you plan on getting lost<br />Virgins<br />Clean shit for after<br />Prelube<br />	Sat, Nov 29, 2014 at 1:17 PM (Double)
