DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
15	Dallas Urban Hash	du	Birthday Hash!	232	Urine Deep Shit<br />Swallows It All	7:00 PM CST	<br />NE corner of Target parking lot<br />2417 N. Haskell Ave <br />Dallas, Texas	https://maps.google.com/maps?q=Target,+North+Haskell+Avenue,+Dallas,+TX&hl=en&ll=32.805772,-96.791407&spn=0.008017,0.011137&sll=32.805889,-96.792769&sspn=0.032067,0.044546&oq=target&hq=Target,&hnear=N+Haskell+Ave,+Dallas,+Texas&t=m&fll=32.803905,-96.791214&fspn=0.008017,0.011137&z=17&iwloc=A	$7.00	Not Friendly		6:11 PM CST	Wednesday, January 15, 2014	Can't wait to see everyone again. It's my birthday Friday, so lets have some fun!<br /><br />Start: NE corner of Target parking lot<br />         2417 N. Haskell Ave Dallas <br />Hares: Urine Deep Shit, Swallows it all, Clitty Clitty Bang Bang, and maybe a mystery (virgin) hare<br /><br />Bring: flashlights, virgins, boobs, byo pre-lube<br /><br />any wanks need on-in info text me 469-232-8549 or mail me off list. 	Wed, Jan 15, 2014 at 2:12 PM
16	FU! Thursday is a Drinking Day!	fh	Finn MacCool’s Pub		Sister Scrotum<br />Von Tramp	7:00 PM CST		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-january-16th-open&instance_id=2432				6:11 PM CST	Thursday, January 16, 2014		Wed, Jan 8, 2014 at 12:07 PM
17	Happy Hour	hh	Bowlounge<br />Design District		Bacon	6:30 PM CST	<br />167 Turtle Creek Blvd, Suite 103<br />Dallas, Texas 75207	https://maps.google.com/maps?q=Bowlounge,+Turtle+Creek+Boulevard,+Dallas,+TX&hl=en&sll=32.820664,-96.731542&sspn=1.025956,1.034088&oq=bowllounge&t=m&z=17&iwloc=A				6:12 PM CST	Friday, January 17, 2014	Hey Wankers,<br /><br />I’m hosting this Friday’s Happy Hour at Bowlounge in the Design District.<br /><br />They have a great beer selection, Twisted Root hamburgers and of course bowling lanes.<br /><br />6:30 to whenever we want!<br /><br />167 Turtle Creek Blvd, Suite 103<br />Dallas, Texas 75207	Mon, Jan 13, 2014 at 1:35 PM
18	Fort Worth Hash	fw	Incumming Admin	739	Anal Adventure<br />The Price is<br />Wrong, Bitch!	3:00 PM CST	<br />Centerport Trinity River Express Station<br />14470 Statler Blvd., Fort Worth 76155<br />(southeast of Trinity Blvd. and Hwy. 360)<br />	https://maps.google.com/maps?q=dfw&hl=en&ll=32.833299,-97.052193&spn=0.067864,0.065746&sll=40.624376,-73.649597&sspn=0.612883,1.218109&hq=dfw&hnear=Dallas%2FFort+Worth+International+Airport+(DFW),+818+E+Northwest+Hwy,+Grapevine,+Texas+76051-3342&t=m&z=14&iwloc=lyrftr:m,0x864e80e11350608d:0x88179c83c20b9e6e,32.816998,-97.053566	$7.00 &mdash; BYOB prelube beer	Friendly, leashed.		6:13 PM CST	Saturday, January 18, 2014	<span style="font-size:20pt;font-family:Arial;font-weight:bold;">We’re stupid, we’re stupid, we’re really fucking dumb! ……</span><br />Why else would we be FWH3 Admin?!?!<br />Your Incumming FWH3 Admin…. Anal Adventure, The Price is Wrong, Bitch, Whitney Mother F’ckin Houston (by Proxy), and a “Mystery Hare” will be laying a shitty, shitty trail for you this Saturday!  We can’t promise you one as Shitty as a Condom Mint Trail but we will try!!  CUM out and raise a beer to our stupidity and help us kick off 2014.  Beer, Shots, Boobs and we’ll feed you wankers too!!  Trail is slightly shiggy.<br /><br />Bring VIRGINS!!! We want 2014 to see the biggest increase in New Hashers!!  Whistles, vessels…. the usual….<br /><strong>But wait!!!  There's MORE!!  Virgins are FREE in 2014!! </strong><br />ON ON Incuming FWH3 Admin 2014<br /><br />START:<br /><br />Centreport TRE Station  <br />Fort Worth, TX 76155<br /><br /> <br /><br />MIS-erections:  <br />32.818657, -97.051304<br />From either big city go to SH360 towards Trinity Blvd, exit on Trinity Blvd and go east for about 1/4 mile.<br />Take a right on Centreport Drive, look for hashers at Centreport station.<br /> <br />TIME: 3:00 PM<br /> <br />Hares: Anal Adventure, The Price is Wrong, Bitch!<br /><br /> <br /><br />TURD Friendly, leashed.<br /><br />	Thu, Jan 16, 2014 at 4:17 PM
19	Bike Hash	bh	January Bike Hash		HoPaint<br />& mystery hare	1:00 PM CST	<br />1932 Dove Rd at the tennis courts on the west side of Dove Elementary school<br />Grapevine, Texas	https://maps.google.com/maps?q=1932+Dove+Rd+&hl=en&sll=32.981596,-97.071762&sspn=0.271002,0.528374&hnear=1932+Dove+Rd,+Grapevine,+Texas+76051&t=m&z=17&iwloc=A	$3.00			6:14 PM CST	Sunday, January 19, 2014	1932 Dove Rd at the tennis courts on the west side of Dove Elementary school, Grapevine, TX<br /><br />Road bikes and mountain bikes, On After at Bubble and HoPaint's for black bean burritos, beer and burning( weather permitting)<br />	Sat, Jan 18, 2014 at 11:37 AM
22	Dallas Urban Hash	du	Live Lay!	233	Whitney MF Houston<br />&amp; Mystery Hare	7:00 PM CST	<br />3180 N Harwood St.<br />The cul-de-sac at the end of Harwood, right behind KERA or look for the crossroad of Harwood and Ivan St.	https://maps.google.com/maps?q=32.797594,-96.812037(The+end+of+Harwood+St)&hl=en&sll=32.797593,-96.812037&sspn=0.000717,0.000574&t=h&z=18&iwloc=A	$7.00	Not Friendly		6:17 PM CST	Wednesday, January 22, 2014	DUHHH #233<br /><br />Date: 1.22.2014<br />Meet time: 6:30PM<br />Pack away: 7PM<br /><br />Start location: Behind KERA Building off Harwood and Wolf<br />Here is the addy for the KERA building REMEMBER PARK BEHIND IT!!!<br />3000 Harry Hines Boulevard<br />Dallas, Texas 75201<br /><br />Hash Cash: $7 <br /><br />Hare: Whitney MF Houston and a Mystery Hare<br /><br />Whitney will be doing a live lay... with the assistance of his mystery hare!!! Come catch the hares and drink!!!<br /><br />Bring flashlights, vessels, virgins, whistles, and warm clothes in case you get cold<br /><br />Turd Friendly on Trail and on outside of On In... Inside of On In not turd friendly<br />__._,_.___<br />	Tue, Jan 21, 2014 at 2:22 PM
23	FU H3 Hash	fu	Richard Greene<br />Linear Park		Sucks4U<br />S.O.A.P.!	7:00 PM CST		http://www.fuh3.com/?ai1ec_event=open-fuh3-88-january-23rd-open&instance_id=2441	$7.00			6:18 PM CST	Thursday, January 23, 2014		Tue, Jan 21, 2014 at 12:15 PM
24	FWH3 Mini Pub Crawl	fp	Inaugural FWH3<br />Mini Pub Crawl 		EeeyWhore	6:00 PM CST	<br />Houston Street Bar & Patio<br />904 Houston St<br />Fort Worth, TX 76102	https://maps.google.com/maps?q=Houston+Street+Bar+%26+Patio,+Houston+Street,+Fort+Worth,+TX&hl=en&ll=32.751595,-97.330327&spn=0.008455,0.006276&sll=32.820664,-96.731542&sspn=1.08135,0.803375&oq=Houston+Street+Bar+%26+Patio&t=m&z=17&iwloc=A				6:19 PM CST	Friday, January 24, 2014	Starting this Friday FWH3 will begin hosting a monthly Happy Hour Mini Pubcrawl.<br /> <br />The Pubcrawl will be at the same 3 locations monthly so there will be no guessing where the hashers will be drinking. So cum on out and help us kick off the first monthly FWH3 mini pubcrawl.<br /> <br />Time : 6:00pm ish or when someone gets there<br /> <br />Start Where :<br />Houston Street Bar & Patio<br />902 Houston St<br />Fort Worth, TX 76102<br /> <br />then we will migrate to either<br /> <br />Rick O'shea's Pub<br />904 Houston St<br />Fort Worth, TX 76102<br /> <a href="https://maps.google.com/maps?q=O%27shea%27s+Pub,+fort+worth+,+texas&hl=en&ll=32.751568,-97.330263&spn=0.008455,0.006276&sll=32.820664,-96.731542&sspn=1.08135,0.803375&t=m&z=17&iwloc=A">Get Map</a><br />or<br /> <br />Paddy Red's Irish Pub<br />903 Throckmorton<br />Fort Worth, Tx 76102<br /> <a href="https://maps.google.com/maps?q=Paddy+Red%27s+Irish+Pub,+fort+worth+,+texas&hl=en&ll=32.751324,-97.330853&spn=0.008455,0.006276&sll=32.751568,-97.330263&sspn=0.008455,0.006276&t=m&z=17&iwloc=A">Get Map</a>	Wed, Jan 22, 2014 at 12:36 PM
25	Dallas Hash	dh	Those Holy Hills	897	Shut the Fúçk<br />Up, Special Fred	3:00 PM CST	<br />3699 View Street<br />Fort Worth, TX  76103 <br />Corner of View Street and N Ayers Avenue	https://maps.google.com/maps?q=3699+View+Street,+Fort+Worth,+TX+76103&hl=en&ll=32.745069,-97.271377&spn=0.005794,0.005928&sll=32.745201,-97.270809&sspn=0.008194,0.011855&oq=3699+View+Street,+Fort+Worth,+TX++76103&t=h&hnear=3699+View+St,+Fort+Worth,+Texas+76103&z=18&iwloc=A	$7.00			6:19 PM CST	Saturday, January 25, 2014	Those Holy Hills<br /><br />Time:  3:00 PM CST<br /><br />Start Address:  3699 View Street, Fort Worth, TX  76103 (Corner of View Street and N Ayers Avenue)<br /><br />Hare:  Shut the Fúçk Up, Special Fred<br /><br />Hash Cash:  $7.00<br /><br />Description:<br /><br />When I reflect on the trail I have lovingly scouted for you, I am reminded of this song:<br /><br />I was never any good at loving you<br />I was just a tourist in your bed looking at the view<br />But I can't forget where my lips have been<br />Those holy hills, that deep ravine<br />I was never any good<br />Never any good<br />I was never any good at loving you<br /><br />Yes.  Hills, ravines, and views are in store for you wankers willing to make the commitment.<br /><br />Why, you may ask, did I feel it necessary to draw loyal Dallas hashers all the way to Fort Worth?  All I can say is if you saw those hills, it would not be something you could easily forget.  The chance of seeing them again, in all their glory, could lead you to distraction.<br /><br />What to bring:  Dry clothes, dry shoes, virgins, TURDS<br /><br />What to expect:  Your feet and ankles will get wet.  Trail is not long but there will be climbing.  Beer Check.  A to A'.  <br /><br />On-after: There is a Party in honor of Pinecone in the Puss turning 40 within close proximity to the on-in.  Completely non-coincidental.  <br /><br />Shut the Fúçk Up, Special Fred<br />214 649 2713<br /><br /><hr/><br />Deets for Saturday.<br />I moved in in November so this so my this is my house's Virgin Hash!<br /> <br />I do have crash space. Be safe and stay.<br /> <br />If parking at my house please pull down the driveway, then onto the grass at an angle.<br /> <br />My sister is hosting the party and all questions should be directed her way: Just Kathy katinahat0@gmail.com 973-600-3086 (NJ number) Questions about food, booze, nudity, birds and bees or birthday spankings.<br /> <br />She will be cooking and ordering food but since the whole hash  is cumming she is asking for small assistance with finger food.  She will make some assorted dips. If some of you can bring veggies, chips, pita, fruit, whatever you like to dip, that would help a lot.<br /> <br />There is some outdoor seating. But not enough for a whole hash. Bring your camp chair.<br /> <br />PCP house rulz:<br /> <br />Turds welcome!<br /> <br />No smoking in the house. I will have some fire barrels out to try to toast our bums.<br /> <br />No full on nudity till dusk. I don't have a privacy fence. Use your fellow hasher's nude body to block yours while changing.<br /> <br />No quadriplegics upstairs. Paraplegics OK. I am not carrying your hung-over ass down the steps.<br /> <br />If you sleep in the dog bed it is your responsiblity to spoon Elwood. He is a boy dog. I know that matters to some of you. He likes to be in front.<br /> <br />No playing with the RATS unless you have DVM on your biz card or you are PCP or are supervised by one of the aformentioned. Humans exist for Rat amusement, not the other way around. Mooo (the big rat) is cage protective. The band aids are on the top shelf in the bathroom. <br /> <br />The Rent-a-Cat must stay in house. He will be locked in a crate or room. Do not let him out on sympathy. He will kill me in my sleep.  No really, I am pet sitting and this lovely indoor only cat with no claws has already escaped once and was found on my neighbors roof.  If you ever need pet sitting, let me know! Cheap! Sometimes you even get your pets back!<br /> <br /> <br />I look forward to having ever single one of you, and some of you twice!<br /> <br />Okay, medical excuse for Birthday spankings. As many of you know I have a computer in my butt.  Just sayin... only the left butt cheek is open for buisness.<br /> <br />Kathy, okay to spam to your invite list.<br /><hr /><br />It seems some of you may not be able to follow the flour to the party.<br /><br />You can auto wank it to:<br />2512 Forby Ave<br />Fort Worth, TX 76103<br /><br />PCP's cell: 214-516-9464 (mother given name- Sarah, but answer to PineCone or PCP just fine)<br /><br />Or maybe you have a boring date earlier. Cum after. We will be here all night. Well, I live here... so I will just be here...<br /><br />The Fort Worth East Transfer station is near my house if you want to drink and ride...<br />	Wed, Jan 22, 2014 at 3:34 PM
26	Sunday Brunch	sb	Staggering Irishman			10:30 AM CST	<br />Staggering Irishman<br />18101 Preston Road<br />Dallas, TX 75252<br />(972) 248-1510	https://maps.google.com/maps?q=Staggering+Irishman,+Preston+Road,+Dallas,+TX&hl=en&sll=32.820664,-96.731542&sspn=1.023648,1.139832&oq=staggering+&t=h&z=17&iwloc=A				6:20 PM CST	Sunday, January 26, 2014	<br /><br /><a href="http://www.staggeringirishman.com/">Staggering Irishman</a>	Sun, Jan 26, 2014 at 9:48 AM
27	NODUH Hash	nd	Cold and Short	95	Martha F. Stewart	7:00 PM CST	<br />14999 Preston Rd.<br />Dallas, TX  75254<br />N 32.95350, W 96.80511<br /> Towards the north end of the Tom Thumb Parking Lot	https://maps.google.com/maps?q=14999+Preston+Rd.+Dallas,+TX++75254&hl=en&ll=32.953152,-96.804678&spn=0.017339,0.010943&sll=32.9535,-96.80511&sspn=0.017339,0.010943&hnear=14999+Preston+Rd,+Dallas,+Texas+75254&t=m&z=16&iwloc=A	$7.00			6:21 PM CST	Monday, January 27, 2014	Time:     7:00pm<br /> <br />Start Address:   Towards the north end of the Tom Thumb Parking Lot<br />                                14999 Preston Rd.<br />                                Dallas, TX  75254<br />                                N 32.95350, W 96.80511<br /> <br />Hare:     Martha F. Stewart<br /> <br />Hash Cash:          $7.00<br /> <br />TURDs: Trail friendly, not on-in/on-after<br /> <br />Bring:    Flashlights<br /> <br />I know it’s cold and windy, so this trail isn’t going to be rough.  Expect a short trail.<br /> <br />There will be a WARM on-in.  We’re going to do this like the DUH tonight and end in a bar.  Sorry, no hash snacks this week, but the bar does serve food.<br /> <br />A to A’	Mon, Jan 27, 2014 at 2:29 PM
28	Tasty Tuesdays	tt	Malarkey’s Tavern		Deeee Beeeee Ellll	6:00 PM CST	<br />Malarkeys Tavern<br />4460 Trinity Mills Rd #100, <br />Dallas, TX 75287	https://maps.google.com/maps?q=malarky%27s+tavern&hl=en&ll=32.990722,-96.83105&spn=0.015748,0.009398&sll=32.820664,-96.731542&sspn=1.0098,0.601501&t=m&z=16&iwloc=A				6:22 PM CST	Tuesday, January 28, 2014	Tasty Tuesday<br />Tonight 1/28 at 6pm<br /><br />Malarkeys Tavern<br />4460 Trinity Mills Rd, #100, Dallas, TX 75287<br /><br />http://www.malarkeystavern.com/<br /><br />Half off all drafts!!<br /><br />There is also trivia starting at 7:30.  Bring your half-minds!!<br /><br />On-TT,<br />Deeee Beeeee Ellll	Tue, Jan 28, 2014 at 12:51 PM
29	Dallas Urban Hash	du	Urban Shiggy Hash	234	Plum Randy 	7:00 PM CST	<br />4319 Main St,<br />Dallas, Texas 75226	https://maps.google.com/maps?q=+4319+Main+St,+Dallas,+Texas+75226&hl=en&ll=32.791117,-96.767342&spn=0.011184,0.011244&sll=32.820664,-96.731542&sspn=0.715523,0.719604&hnear=4319+Main+St,+Dallas,+Texas+75226&t=m&z=16&iwloc=A	$7.00	Not Friendly		6:23 PM CST	Wednesday, January 29, 2014	Urban Shiggy Hash<br />Plum Randy and a Virgin Hare will be laying trail through some of the awesomest urban shiggy in East Dallas.<br />It will be cold, so wear your big girl panties.  The shiggy is great here.  Broken bottles, crack head encampments, and maybe even some discarded hypodermic needles.  Come prepared!<br />There is no food at the on-in. Come prepared!<br />Bring all the usual crap. <br />Bring virgins.<br />Circle will be inside.<br />NOT TURD FRIENDLY!<br />Start is 4319 Main St, Dallas 75226<br /><hr /><br />Hey all, <br /><br />The start location is posted for Wednesday night's DUH. <br /><br />A couple of key things. <br /><br />1. The on in bar does NOT serve liquor. If you happen to prefer liquor over beer, they do offer "set ups". This means you can bring your own liquor of choice, and they will happily (for $2), pour you a coke, water, or whatever your mixer of choice is. It's a Hell of a bargain.<br /><br />2. The on in bar DOES NOT serve food. If you think you will have the munchies, there is a papusa joint and a fried chicken joint within 2 blocks. Your hares can give the info. <br /><br />3. Trail is NOT TURD friendly. Sorry. I'm the hare. Hare your own trail and you can do what ever you want. <br /><br />On-on DUH!<br /><br />Plum Randy and secret virgin hare	Mon, Jan 27, 2014 at 11:59 PM
30	FU! Thursday is a Drinking Day!	fh	The Ginger Man		Sister Scrotum Von Tramp	7:00 PM CST		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-january-30th-open&instance_id=2429				6:24 PM CST	Thursday, January 30, 2014		Sun, Jan 26, 2014 at 12:22 AM
31	Happy Hour	hh	Masquerade Party		Pipe Sloth<br />Just Kelly<br />Deodorcunt<br />I'm So Wrong	7:00 PM CST	<br />1900 Lake Crest<br />Plano, TX 75023	https://maps.google.com/maps?q=1900+Lake+Crest+Plano,+TX+75023&hl=en&sll=32.820664,-96.731542&sspn=1.127511,0.88028&hnear=1900+Lake+Crest+Ln,+Plano,+Texas+75023&t=m&z=17&iwloc=A				6:25 PM CST	Friday, January 31, 2014	Dress to impress in your evening wear, don a mask & come help us celebrate Just Shayna's birthday at a Masquerade themed party. This is also Just Shayna's bon voyage party before she heads out with the Peace Corp for Namibia. Please bring food & booze to share. Crash space is available for drunkards or those who have come from Far Far Away.<br /><br />Just Shayna loved Hashing so much, she is planning to Hash Namibia. A few of you talked about sending some of our swag to the wilds of Africa. Feel free to drop stuff off with her at the party.<br />	Thu, Jan 30, 2014 at 9:54 PM
