DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
15	Tasty Tuesdays	tt	Malarkey's<br />Trivia Tuesday!<br />Tonight!!			7:00 PM CDT	<br />Malarkey's Tavern<br />4460 Trinity Mills Rd, #100, Dallas, TX 75287<br />Cross Streets: Near the intersection of Trinity Mills Rd and Addison Rd	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989782,-96.831165,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				8:23 PM CDT	Tuesday, April 15, 2014	Malarkey's Tavern<br />4460 Trinity Mills Rd, #100, Dallas, TX 75287<br />Cross Streets: Near the intersection of Trinity Mills Rd and Addison Rd<br /><br />Trivia starts a 7:30. Be there whenevs. Who's in?<br /><br />On-smarts,<br />DBL	Tue, Apr 15, 2014 at 5:25 PM
16	Dallas Urban Hash	du	Nun Run!	245	Texas<br />Hold ‘Em Titties	7:00 PM CDT	<br />Landmark Inwood Theatre<br />5458 W Lovers Ln<br />Dallas, TX 75209	https://www.google.com/maps/place/Landmark+Inwood+Theatre/@32.85074,-96.819352,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9e6249119703:0x1ac90ad084f92cdd	$7.00	Not Friendly		8:23 PM CDT	Wednesday, April 16, 2014	LOVERS AND INWOOD<br /><br />Time: 7:00 PM CDT<br /><br />Start Address: <br />Landmark Inwood Theatre<br />5458 W Lovers Ln<br />Dallas, TX 75209<br /><br />Hare: Texas Hold ‘Em Titties<br /><br />Hash Cash: $7 BRING EXTRA CASH IN CASE WE RUN OUT OF BEER (the beer is a little more expensive than usual)<br /><br />Turd Friendly: Trail yes, On-In no<br /><br />Pre-lube: BYOB bitches, there’s alkeehol on trail<br /><br />Parking: In front of the Landmark Inwood Theatre <br /><br />Food:  There are options in the area<br /><br />Alright you managing mongrels, get your claws ready.  Aaaahhhooooooooo!!!<br /><br />Since HOLY WEEK is now upon us, I’m feeling especially pure and angelic.  And nostalgic for when I actually was.  So I went in my closet, and lo and behold, under a layer of dust, there sat my high school uniform from the days of Catholic school.  <br /><br />So get off yer knees (cuz I know you ain’t prayin’ down there) and put on your plaid skirts and Catholic garb because this is a MOTHER FUCKING NUN RUN.  ITS ALL HOLY AND SHIT.<br /><br />Setting urban is a new thing for me, so BEAR with me, as this shit is going to be AàB (bitch, bitch, complain, complain, whine, wine, beer).  I’m doing this to avoid giving you all a ridiculously long AàA cross-country style trail.  Anyone who volunteers to help autowank to the start location would be much appreciated.  I’ll obviously chauffer you to the start so you can do trail.  I might even let you touch the titties if you are particularly good.  Maybe.<br /><br />Inspirational and instructional <a href="http://www.youtube.com/watch?v=Fv-sKP17xTw<br />">video</a> for trail<br /><br />Bring:<br />Nun habit<br />Priest attire<br />Catholic school uniform<br />Saddle oxfords	Tue, Apr 15, 2014 at 4:51 PM
17	FU H3 Hash	fu	LaGrave Field		Easter Bunny	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=fuh3-95-april-17th-easter-bunny&instance_id=2473	$7.00			8:24 PM CDT	Thursday, April 17, 2014		Sun, Apr 13, 2014 at 7:07 PM
18	Happy Hour	hh	Easter Beer<br />Painting Party		EeeyWhore	7:00 PM CDT						8:25 PM CDT	Friday, April 18, 2014	It's that time of year again...time to paint Easter Beers!!<br /> <br />Time: 6:00 pm - 12pm<br />crash space available<br /> <br />Where : EeeyWhore's House in Central Arlington<br />I don't want to post my address on the interwebs so email me at <a href="mailto:whitegthing73@yahoo.com">whitegthing73@yahoo.com</a><br />or text/call 817-874-6496 and I will give you the address.<br /> <br />What: BYOB, and bring a dish or some meat for the grill.<br />If you have extra spray paint, please bring that too<br /> <br />Bring you creative halfminds and cum paint beer cans like Easter eggs that we will hunt the following day at the Easter hash.<br /> <br />NOT TURD FRIENDLY (Turd aggressive dog on site)<br />	Tue, Apr 15, 2014 at 4:39 PM
19	Dallas Hash	dh	Easter Beer Hunt	902	EeeyWhore and Treadmarks	3:00 PM CDT	<br />Vending Nut Company<br />(Park it in the Rear)<br />2222 Montgomery<br />Fort Worth, Texas 76107	https://www.google.com/maps/preview?q=vending+nut+co+ft+worth&ll=32.738691,-97.366762&spn=0.007229,0.009645&fb=1&gl=us&cid=1877198997080092545&t=h&z=17	$7.00			8:26 PM CDT	Saturday, April 19, 2014	Time: 3:00 PM gather<br />3:30 p.m. pack away<br /><br />Start address: <br />Vending Nut Company<br />(Park it in the Rear)<br />2222 Montgomery<br />Fort Worth, Texas 76107<br /><br />Hares: EeeyWhore and Treadmarks<br /><br />Hash cash: $7.00<br /><br />Description: Cum on out for an awesome Easter stroll in farrrr West Dallas aka Fort DallAss.<br />Bring your Easter baskets, bunny ears, donkey ears, elephant ears, moose ears or no ears at all, but most importantly bring your rears.<br />The pack will be hunting the Wabbits and Easter beers from the Easter beer painting party.<br />This is perfect trail for virgins and great picture opportunities amongst the spring blossoms.<br />Trail is TURD FRIENDLY...WOOF!!<br /> <br /><br /><br /><br /><br /><br /> <br /><br /> <br /> <br />EeeyWhore	Wed, Apr 16, 2014 at 9:17 AM
20	Bike Hash	bh	Swine House<br />Grapevine		Can Fake It Too	3:00 PM CDT	<br />Swine House<br />715 Forest Street<br />Grapevine, TX 76051	https://www.google.com/maps/place/715+Forest+St/@32.946651,-97.089201,17z/data=!3m1!4b1!4m2!3m1!1s0x864c2b4a69822e77:0x76644ce256b82ab4	$3.00			8:27 PM CDT	Sunday, April 20, 2014	April Bike Hash<br /> <br />Date: Sun 4/20/2014<br />Time: 3pm<br /> <br />Hash Start:  Swine House<br />715 Forest Street<br />Grapevine, TX 76051<br /> <br />Note:  This will be an A to A 20-mile road ride.  Since it is all road, your road bike will be perfect. But, of course, any bike can handle the roads of Grapevine (as a matter of fact, any mode of transportation can handle these roads; so if you want to foot hash it, come on!! I'll lay trail for you, too!!) <br /> <br />Special Note: Santa Fe State Pen Porter will be on tap for your drinking pleasure. <br /> <br />Hare: Can Fake it, too (Pork Me Now with bike helmet) <br />maybe Cabana Boy (Hog Straddler with bike helmet) if I need him<br /> <br />On-On,<br />CFi2<br />	Tue, Apr 15, 2014 at 5:07 PM
21	NODUH Hash	nd	Bob Woodruff Park<br />Plano	102	I'm So Rong	7:00 PM CDT	<br />By playground at <br />Bob Woodruff Park <br />2601 San Gabriel Dr, <br />Plano, TX 75074	https://www.google.com/maps/place/Bob+Woodruff+Park/@33.03477,-96.662476,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x92f498f6c5fa8eec	$7.00			8:27 PM CDT	Monday, April 21, 2014	Come see where I used to get beet up. O the good old days where men were men and sheep are scared. I'm bigger so no bulleying, or deal with me. There may be rain, so bring dry clothes. Circle may or may not be covered. Bring flashlights and virgins.	Mon, Apr 21, 2014 at 1:18 PM
23	Dallas Urban Hash	du	Dani’s Virgin Lay	246	Just Dani &amp;<br />Blonde Dyke Bar	7:00 PM CDT	<br />Reno’s Chop Shop<br />210 N Crowdus St<br />Dallas, TX 75226	https://www.google.com/maps/place/Reno%27s+Chop+Shop+Saloon/@32.785191,-96.783604,17z/data=!3m1!4b1!4m2!3m1!1s0x864e98dd0fb0beb3:0x43f4c92428a60f53	$7.00	ON-IN may not be friendly		8:29 PM CDT	Wednesday, April 23, 2014	Parking (optional): Optional FREE parking at the Marquis on Gaston<br />2752 Gaston Ave<br />Dallas, TX 75226<br />Please read all information!  Parking in the wrong area will result in being towed!!!  Enter the gate off Malcolm X (past the fire station but before the DART tracks on the right).  If someone is not already standing there with the clicker to let you in, dial #328 on the call box to be let in.  Continue to the SECOND parking garage and drive up to the roof.  Available parking spots will be indicated with a dollop of flour.  There are around 30-40 available spots, but once they’re full that’s it.  You will have to find your own parking elsewhere if the spots are full.  Look for the green arrows directing you to the correct parking garage.<br /> <br />There will be a bag car at Reno’s to put any stuff in that you’ll want at ON-IN.  The goal is to minimize the number of times people are going to and from the apartments. <br /> <br />Start Location: Reno’s Chop Shop<br />                         210 N Crowdus St<br />                         Dallas, TX 75226<br /> <br />Description: Just Dani’s virgin trail… hope it doesn’t suck too hard.  Cum out and find out.<br /> <br />Bring: vessels<br />           virgins<br />           flashlights<br />           virgins<br /> <br />ON-IN: does not have food, but food is available in the area	Wed, Apr 23, 2014 at 9:42 AM
24	FU H3 Hash	fu	309 Maloney Court<br />Euless, TX  76040		Tanned Peaches	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-april-24th-open&instance_id=2480	$7.00			8:30 PM CDT	Thursday, April 24, 2014		Wed, Apr 16, 2014 at 2:19 PM
25	Happy Hour	hh	Let's get<br />Schmitz-Faced		Big Gulp	6:00 PM CDT	<br />Club Schmitz<br />9861 Denton Drive; 75220; <br />Dallas, Texas<br />214.350.3607	https://www.google.com/maps/place/Club+Schmitz/@32.852173,-96.876881,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9da9e98f3ec9:0x9813e5b8c2209ea9	CASH ONLY	Not Friendly		8:30 PM CDT	Friday, April 25, 2014	Less than 40 days (and 40 nights) left.  <br /><br /><a href="http://thescoopblog.dallasnews.com/2014/04/dallas-beer-and-burger-joint-club-schmitz-to-close-may-31-after-selling-property.html">Memorial Happy Hour:</a><br /> <br />H3HH Place:  Club Schmitz; 9861 Denton Drive; 75220; 214.350.3607<br />H3HH Time:   Friday, 4/25 at Happy Hour Time (6pm on)  (note that, despite the name, this'll last over an hour)<br />H3HH Host:   Big Gulp<br />H3HH Hash Cash: Pay as you go. CASH ONLY<br /> <br />On-On,<br />BG<br />	Wed, Apr 23, 2014 at 2:20 PM
26	Germanfest Hash	germanfest.png	Muenster Germanfest		Big Gulp	3:00 PM CDT	Big Gulp		$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!			8:31 PM CDT	Saturday, April 26, 2014		Thu, Jan 30, 2014 at 1:46 PM
27	Sunday Brunch	sb	The Social House<br />Addison		Jousting for Tampons<br />Blonde Dyke Bar	11:00 AM CDT	<br />The Social House of Addison<br />5100 Belt Line Rd #410<br />Addison, TX 75254	https://www.google.com/maps/place/The+Social+House+of+Addison/@32.951139,-96.81951,17z/data=!3m1!4b1!4m2!3m1!1s0x864c213b6fde2a01:0xffe1d9e7e27e20				8:32 PM CDT	Sunday, April 27, 2014	Sunday's bunch at Social House Addison presented to you by Jousting for Tampons n Blonde Dyke Bar<br />	Sat, Apr 26, 2014 at 5:44 PM
29	Tasty Tuesdays	tt	Trivia Tuesday!<br />Malarkey’s		Blond Dyke Bar	7:00 PM CDT	<br />Malarkey’s Tavern<br />4460 Trinity Mills Rd, #100, Dallas, TX 75287<br />Cross Streets: Near the intersection of Trinity Mills Rd and Addison Rd	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989782,-96.831165,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				8:34 PM CDT	Tuesday, April 29, 2014	Somebody get there early and grab a table.<br /><br />Malarkey’s <a href="http://www.malarkeystavern.com/menu.html">Menu</a> 	Tue, Apr 29, 2014 at 1:50 PM
30	Dallas Urban Hash	du	Schmitzuation<br />Solution	247	My Boyfriend Joe<br />Moldy Ho	7:00 PM CDT	<br />Club Schmitz<br />9861 Denton Drive; 75220; <br />Dallas, Texas<br />214.350.3607	https://www.google.com/maps/place/Club+Schmitz/@32.852173,-96.876881,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9da9e98f3ec9:0x9813e5b8c2209ea9	$7.00	Not Friendly		8:34 PM CDT	Wednesday, April 30, 2014	What?!? No Hare!?!?!?<br />MBFJ Club Schmitz 4/30 7pm Good Luck Case Closed.<br />	Tue, Apr 29, 2014 at 11:58 PM
