DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
16	Fort Worth Hash	fw	Birthday Trail	753	EeeyWhore	4:00 PM CDT	Oak Grove Park - Lake Grapevine<br />Near Scotts Landing Marina Area<br />Park in Parking Lot on Oak Grove Loop North its to the North of Baseball Fields	https://www.google.com/maps/place/32%C2%B057%2758.6%22N+97%C2%B004%2748.6%22W/@32.9662875,-97.080157,3075m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!	WOOF YES!!		8:37 PM CDT	Saturday, August 16, 2014	Time : 4:00pm gather , 4:30pm ish Pack-away<br /> <br />Address : Oak Grove Park - Lake Grapevine<br />Near Scotts Landing Marina Area<br />Park in Parking Lot on Oak Grove Loop North its to the North of Baseball Fields<br /> <br /><br />Wear PINK BOWS!!!<br />Cum celebrate EeeyWhore turning another year older and surviving the NOLA Red Dress. <br />There will be a traditional EW Birthday shot check, and many many surprises on trail.<br /> <br />Bring Swimsuits, flotation devices for ON IN, Sunscreen, pop up canopies, umbrellas for shade, chairs, change of clothes<br /> <br />This will be a GREAT Virgin trail, so bring your virgins!<br /> <br />ON After : Big Daddy's at Scotts Landing Marina (BYOB, they also have GREAT FOOD)<br /> 	Wed, Aug 13, 2014 at 2:01 PM (cwinborn)
17	Bike Hash	bh	POSTPONED TO THE 24th<br />HoHo's Cantina & Pool		Mystery Hare(s)	12:00 PM CDT	HoHo's Cantina<br />6926 Westlake Ave<br />Dallas 14, Texas	https://www.google.com/maps/place/6926+Westlake+Ave,+Dallas,+TX+75214/@32.822223,-96.740118,17z/data=!3m1!4b1!4m2!3m1!1s0x864ea1e5a2f2ae45:0x9bf508b15d566490	$3.00			8:36 PM CDT	Sunday, August 17, 2014	Woah - another month with at least 3 Sundays in it!  Time for a bike hash.<br /><br />(Crowd in a whiney voice): But it's hot out there.<br /><br />OK — so we'll make it somewhat short and make sure we have plenty of beer checks (2).<br /><br />Crowd: But it's really hot out there.<br /><br />Fine — we'll end it at a pool — with more beer and stuff.<br /><br />Crowd:  Tell me more, tell me more.<br /><br />Date:  August 17 (Sunday)<br />Time:  Noon<br />Place:  HoHo's Cantina; 6926 Westlake Ave; 75214<br />Hash Cash:  $3.00<br />Hash Hare:  Mystery Hare(s)<br />Bring:  bike, HELMET, swim stuff, etc<br /><br />On-On,<br />Deflated Rubber	Sun, Aug 17, 2014 at 12:18 PM (fredleason)
20	Dallas Urban Hash	du	Where’s Waldo?	263	Diddler<br />On The Roof,<br />No I’m Not <br />& Just Lisa	7:00 PM CDT	<br />Hidden Door<br />5025 Bowser Ave<br />Dallas, TX, 75209	https://www.google.com/maps/place/Hidden+Door+Inc/@32.824584,-96.818881,17z/data=!4m2!3m1!1s0x0:0x71c47fd1bc24d089	$7.00	NOT Friendly		8:32 PM CDT	Wednesday, August 20, 2014	Waldo’s Happy Trail <img style="float:right;" src="waldo.jpg" /><br /><br />Time: 7:00 PM<br /><br />Start Address: Hidden Door<br />5025 Bowser Ave<br />Dallas, TX, 75209<br /><br />Hares: Diddler On the Roof, No I’m Not, & Just Lisa<br /><br />Hash Cash: $7.00<br /><br />TURDs: On-In is not TURD friendly<br /><br />Description:<br />Welcum to the first ever Where’s Waldo hash! <br /><br />Waldo is a Wanker and can’t seem to find where to go to find a drink. As hashers it is our duty to make sure Waldo finds beer and has a good time. We must look for Waldo on trail to find beer. Unfortunately, Waldo is a dick and likes to hide. What better place for him to hide and drink then the Hidden Door. Who knows, Waldo may even find a Willie or two while he is in there.<br /><br />Waldo hates Woody trails so this one will be all urban.<br /><br />The theme is Where’s Waldo so please wear a red and white striped shirt. (Crowd in a  whiney voice): But I don’t have one. That’s okay, just wear either a red or white shirt and we will provide the stripes!<br /><br />For this trail you will be looking for Waldo at each check to tell you where to go. Don’t worry you will forget all about having to think on trail because there will be plenty of beer at the On-In and some snacks.<br /><br />Are you?<br />No I'm Not	Tue, Aug 19, 2014 at 4:21 PM (cwinborn)
21	FU H3 Hash	fu	Meadowbrook Park 		 More Fingers Less Palm & Bathroom Sex	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-108-august-21st-open&instance_id=2826	$7.00			8:31 PM CDT	Thursday, August 21, 2014		Tue, Aug 19, 2014 at 11:50 AM (cwinborn)
22	Happy Hour	hh	So Rong's<br />Birthday Partay		Deodorcunt	7:00 PM CDT	Casa de Cyn<br />760 Middle Cove<br />Plano, TX 75023	https://www.google.com/maps/place/760+Middle+Cove+Dr,+Plano,+TX+75023/@33.052876,-96.707691,17z/data=!3m1!4b1!4m2!3m1!1s0x864c184b23a32fd7:0x357f0e4175d390ee				8:30 PM CDT	Friday, August 22, 2014	Help us celebrate I'm So Rong's brithday by bringing back your parachute pants and mini skirts.  Tammy Faye Bakker make-up and really big hair would be totally fantabulous and are strongly encouraged. Bring food and booze to share and a mixed tape of your favorite 80's songs...or do your best Lloyd Dobler impersonation for us if you've still got a boom box. <br /><br />You can prelube as early as 6:00 pm, I'll just be making my hair really big while you drink.<br /><br />As always, crash space is available if you party too hard.  Just know you'll be kicked out early Saturday morning when we head to my 25th high school reunion.	Sun, Jul 27, 2014 at 12:06 AM (John)
23	Dallas Hash	dh	1st Anal we miss Pro Boner (not so much guy she married) hash	911	Bubble Cum	3:00 PM CDT	Parking lot of the Coppell Bahama Beach Club (closed?) <br />1849 E Belt Line Rd, Coppell, TX 75019<br />32.9511275, -96.9398975	https://www.google.com/maps/place/1849+E+Belt+Line+Rd,+Coppell,+TX+75019/@32.9510938,-96.939885,17z/data=!3m1!4b1!4m2!3m1!1s0x864c289298e982bb:0x51075770a31864ca	$7.00	Trail Swimming Turd Friendly, On-After is not.		8:29 PM CDT	Saturday, August 23, 2014	Special Instructions: This will be a classic Pro Bone Her trail with everything she loved about hashing in DFW that I can remember. Shiggy, blow jobs, a water crossing or two and maybe a YBRF. Also please dress (at circle) in your favorite Pro Bone Her outfit! I have mine.<br /><br />(mis)Directions: From either big city get on 35-E going North and exit on Beltline Road (Coppell). Go west young man for about 1.75 miles. There are flashing yellow lights (not a stop light) at this intersection. On your left will be a vaguely marked dirt road called Ledbetter Road. Turn left and look for hashers. This is directly (ish) across Belt Line from the Yucatan Beach Club, for those that know where that place is. The on after (if you survive is trail) will be at the Yucatan Beach Club . My memory also tells me that Pro Bone Her liked to sit at the circle, so bring a chair.<br /><br />TURD friendly: Trail, sort of if your dog can swim. The on-after is not, unless you're Ovulator and can talk them to believing that your dog is a seeing eye dog.	Sun, Jul 27, 2014 at 1:59 PM (fredleason)
24	Bike Hash	bh	HoHo's Cantina & Pool (Rescheduled)		'Tis a Mystery	12:00 PM CDT	HoHo's Cantina<br />6926 Westlake Ave	https://www.google.com/maps/place/6926+Westlake+Ave,+Dallas,+TX+75214/@32.822223,-96.740118,17z/data=!3m1!4b1!4m2!3m1!1s0x864ea1e5a2f2ae45:0x9bf508b15d566490	$3.00			8:27 PM CDT	Sunday, August 24, 2014	It rained last Sunday so we pushed this off until today.<br /><br />(Crowd in a whiney voice): But it's hot out there.<br /><br />OK — so we'll make it somewhat short and make sure we have plenty of beer checks (2).<br /><br />Crowd: But it's really hot out there.<br /><br />Fine — we'll end it at a pool — with more beer and stuff.<br /><br />Crowd: Tell me more, tell me more.<br /><br />Date: August 17 (Sunday)<br />Time: Noon<br />Place: HoHo's Cantina; 6926 Westlake Ave; 75214<br />Hash Cash: $3.00<br />Hash Hare: Mystery Hare(s)<br />Bring: bike, HELMET, swim stuff, etc<br /><br />On-On,<br />Deflated Rubber	Sun, Aug 17, 2014 at 12:16 PM (fredleason)
25	NODUH Hash	nd	Tour de 635	111	Gay Boyfriend	7:00 PM CDT	<br />Temple Trails Park<br />Farmers Branch, TX 75234	https://www.google.com/maps/place/Temple+Trails+Park/@32.920903,-96.866094,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x8bddb262a633abd1?hl=en	$7.00			8:26 PM CDT	Monday, August 25, 2014	EL BJ<br /><br />Time: 7:00 PM CDT<br /><br />Start:<br />Temple Trails Park<br />Farmers Branch, TX 75234<br />(32.920857, -96.865218)<br /><br />Meet at the intersection of Cloverdale and Amsterdam on the southwest side of the park. There is parking on the street. <br /><br />Hares: Gay Boyfriend<br /><br />Hash cash: Bring $7.00 it maybe $6.00 and then you will have an extra dollar to spend on whatever you please. <br /><br />Description:<br /><br />In my years of existence there has been but one constant: 635 Construction. Cum explore this wonderful ever changing thoroughfare and its new toll road addition.<br /><br />Trail will be about 3 miles (A to A) with stunning views of the ongoing project. Will there be running on LBJ? Possibly. I can promise beer.<br /><br />Bring:<br /><ul><li>Flashlights </li><li>Construction Vest</li><li>Proper PPE</li><li>Virgins</li></ul><br />On After:  Addison Ice House<br />	Wed, Aug 20, 2014 at 1:21 PM (cwinborn)
27	Dallas Urban Hash	du	Trailer Trash Virgin	264	Just Josh & <br />Mystery Hare	7:00 PM CDT	Double Wide Bar<br />3510 Commerce St.<br />Dallas, Tx 75226<br /><span style="color:#fff;background-color:#000">There is limited parking in front of the double wide. Park along the street next to double wide, Main Street. There is also an empty lot near the street.<span>	https://www.google.com/maps/place/Double+Wide+Bar/@32.785122,-96.773745,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x2e3e13b9bb6dea1f	$7.00			8:23 PM CDT	Wednesday, August 27, 2014	Today's trail<br />Trailer Trash Virgin<br /><br />Start: Double Wide Dallas<br /><br />Parking: there is limited parking in front of The Double Wide, park along the street next to The Double Wide, main street.There is also an empty lot near the street.<br /><br />Time: 7:00<br />Hash Money: $7.00<br /><br />Description: This is Just Josh's long awaited debut for his hash trail and it will be epic. Short but filled with twists and turns that'll knock anyone's bra off. Pre lube will be available by 6:30. Beer aplenty shall be served by only the sexiest of servers (yourselves). That's all folks!<br />	Wed, Aug 27, 2014 at 2:54 PM (cwinborn)
28	FU! Thursday is a Drinking Day!	fh	River Bottom Pub		Pine Cone<br />in the Puss	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-august-28th-open-2&instance_id=2822				8:22 PM CDT	Thursday, August 28, 2014		Tue, Aug 26, 2014 at 1:28 PM (cwinborn)
29	Poker Night	poker.png	B-Day Bash<br />&amp; Poker Game		Tanned Peaches	7:00 PM CDT	<br />Deadhead’s & Tanned Peaches<br />309 Maloney Court<br />Euless, TX	https://maps.google.com/maps?q=309+Maloney+Court,++Euless&hl=en&sll=31.168934,-100.076842&sspn=15.815924,19.709473&t=h&hnear=309+Maloney+Ct,+Euless,+Texas+76040&z=17&iwloc=A				8:21 PM CDT	Friday, August 29, 2014	FYI: Start time 6:30 and will start playing between 7:15-:7:30pm	Fri, Aug 22, 2014 at 1:38 PM (cwinborn)
30	Contra Hash	ch	Free Hash Cash! 		My Boyfriend Joe<br />Father May I Cum	3:00 PM CDT	744 brick row <br />Richardson tx 75081	https://www.google.com/maps/place/744+Brick+Row,+Richardson,+TX+75081/@32.941026,-96.736653,17z/data=!3m1!4b1!4m2!3m1!1s0x864c1f9d0d5c9c51:0x25983f08c32299f6	<strong>Free Hash Cash! BYOB!</strong>			8:20 PM CDT	Saturday, August 30, 2014	Free Hash Cash! BYOB!<br /><br />That time of year again! Who thinks of doing a Labor Day Hash on Labor Day? That makes too much sense for a hash! Never fear, you inflexible, obsessive compulsive, anal retentive, “Must hash on a Saturday”,  “definitely Saturday Hash, definitely — Walmart sucks” type of hasher,  you may skip your medication and intensive therapy this Saturday, because there WILL be a hash! on Saturday, at 3pm, by the same hare that has been doing it for years now (laying Contra Hashes on Labor Day — filthy mind!). This time he will have a cohort! I'm not sure what “cohort” actually means, but we won't be having sex with each other,  despite what the other hare says.<br /><br />Free Hash Cash! BYOB!<br /><br />It is BYOB! Bring your own prelube, beer check beer and ON-IN beer. Bring beer that you don't mind sharing because if it's really good beer, it'll be gone by the time you get to the beer check (the hares are a  thirsty lot and have determined that it's best to treat the masses <br />equally). There is no hash cash! That's why you bring your own beer!  We’ll dump it into a community ice chest and throw your fancy green, eco-friendly, cold storage device by the side of the road. Biodegrade <br />that!<br /><br />Free Hash Cash! BYOB!<br /><br />The start will be somewhere around:<br />744 brick row Richardson tx 75081<br />probably in some parking garage.<br /><br />Free Hash Cash! BYOB!<br /><br />Start time: 3pm<br /><br />Free Hash Cash! BYOB!<br /><br />Hares will be:<br />My Boyfriend Joe<br />Father May I Cum<br /><br />Free Hash Cash! BYOB!<br /><br /><strong>BREAKING NEWS!</strong><br /><br />More info on this stoopid Cuntra Hash.<br />Park in the parking garage. ON-After is a short trail to a Contra SPIT <br />hash! Bring $$ for pizza, extra beer and a swim suit!<br /><br />Don't forget NO HASH CASH but BYOB for beer check, circle and SPIT hash!<br /><br />I hear that Condom Mint is having a birthday this weekend. He should be <br />at least 14 by now. Still waiting for puberty! I can say that "BECAUSE <br />I'M OLD!" Happy Birthday punk!<br /><br />Vulva la Cuntra Hash!<br />	Fri, Aug 29, 2014 at 5:56 PM (cwinborn)
